OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code,OrderCode
2.01831E+18,66,182,Not Shipped,21/11/2021,Healthcare,John,22,23,USA,HC-101,445221
2.04711E+18,33,217,Delivered,29/12/2021,Office,Stella,22,16,India,O-901,445559
2.84551E+18,96,219,Delivered,22/12/2021,Healthcare,Stella,35,14,India,HC-555,445552
4.01811E+18,61,210,Not Shipped,13/12/2021,Office,Abdul,33,18,Germany,O-188,445443
1.66681E+18,73,219,Not Shipped,15/11/2021,Fashion,Pablo,35,19,Germany,F-630,445115
3.32701E+18,46,123,Shipped,30/12/2021,Home,Sofia,28,22,China,H-555,445660
1.56811E+18,36,185,Not Delivered,7/11/2021,Fashion,Anthony,23,23,Kenya,F-101,445007
1.53411E+18,8,194,Not Shipped,21/9/2021,Office,Pablo,33,14,UK,O-555,444660
4.14521E+18,97,153,Not Delivered,19/10/2021,Fashion,Kristen,23,15,Germany,F-901,444888
2.94881E+18,19,104,Delivered,28/8/2021,Healthcare,Stella,21,19,Kenya,HC-630,444336
2.98481E+18,96,194,Shipped,23/10/2021,Healthcare,Emma,26,22,UK,HC-188,444992
2.68981E+18,11,186,Shipped,8/8/2021,Entertainment,Pablo,28,10,Italy,ENT-555,444116
1.33131E+18,69,156,Delivered,26/10/2021,Healthcare,Pablo,27,21,Singapore,HC-188,444995
4.84311E+18,80,238,Shipped,18/12/2021,Entertainment,Stella,28,25,USA,ENT-101,445448
1.72761E+18,9,142,Delivered,7/10/2021,Fashion,Abdul,35,20,Italy,F-630,444776
1.46281E+18,47,248,Delivered,24/9/2021,Office,Sofia,28,16,Singapore,O-101,444663
2.73841E+18,82,250,Not Delivered,26/10/2021,Office,Anthony,34,24,USA,O-188,444995
3.43201E+18,11,205,Not Delivered,2/10/2021,Healthcare,Pablo,35,16,Singapore,HC-555,444771
3.64661E+18,21,176,Not Delivered,28/7/2021,Entertainment,Anthony,30,21,India,ENT-203,444005
1.20731E+18,29,242,Not Shipped,22/12/2021,Home,Maria,28,,USA,H-555,445552
3.73761E+18,47,164,Shipped,14/12/2021,Office,John,25,19,Italy,O-555,445444
2.51551E+18,52,184,Not Shipped,20/8/2021,Entertainment,Kristen,27,,Italy,ENT-203,444228
2.81071E+18,14,209,Delivered,6/10/2021,Home,Maria,32,17,Singapore,H-188,444775
4.24321E+18,44,235,Not Delivered,6/9/2021,Entertainment,Kristen,20,25,China,ENT-555,444445
2.79811E+18,16,131,Not Shipped,30/8/2021,Home,Anthony,34,19,Germany,H-101,444338
1.24651E+18,64,142,Shipped,18/12/2021,Fashion,Pablo,21,15,China,F-630,445448
3.59171E+18,84,230,Not Delivered,7/9/2021,Office,Anthony,25,23,UK,O-188,444446
3.86421E+18,85,243,Delivered,30/9/2021,Home,John,26,13,USA,H-630,444669
4.53671E+18,89,202,Not Shipped,3/7/2021,Office,Pablo,33,19,Kenya,O-901,443880
1.16871E+18,84,112,Not Delivered,27/9/2021,Healthcare,Pablo,25,20,Singapore,HC-203,444666
1.24311E+18,95,182,Shipped,17/10/2021,Entertainment,Maria,25,12,Singapore,ENT-555,444886
4.89441E+18,70,153,Shipped,20/9/2021,Fashion,Pablo,24,10,USA,F-188,444559
1.36021E+18,92,207,Delivered,15/11/2021,Fashion,Kristen,34,13,UK,F-101,445115
1.14021E+18,9,214,Shipped,20/10/2021,Home,Abdul,22,18,India,H-203,444889
4.00691E+18,4,244,Not Delivered,23/10/2021,Home,Anthony,35,14,UK,H-101,444992
1.99381E+18,71,206,Delivered,10/12/2021,Fashion,Stella,27,10,Kenya,F-555,445440
4.94741E+18,34,178,Not Delivered,24/11/2021,Office,Maria,22,11,Kenya,O-901,445224
1.86591E+18,19,133,Not Delivered,17/10/2021,Home,Anthony,24,22,Germany,H-188,444886
4.23021E+18,77,184,Not Shipped,7/12/2021,Office,Sofia,26,14,China,O-901,445337
4.66211E+18,1,180,Shipped,18/12/2021,Healthcare,Kristen,29,10,Kenya,HC-630,445448
2.70991E+18,90,137,Not Shipped,11/11/2021,Home,Abdul,25,10,Singapore,H-203,445111
4.43711E+18,89,140,Shipped,6/9/2021,Healthcare,John,28,20,Italy,HC-555,444445
1.96111E+18,88,175,Delivered,18/9/2021,Fashion,Maria,27,17,USA,F-203,444557
3.19041E+18,18,248,Delivered,30/12/2021,Healthcare,Kristen,27,24,Kenya,HC-101,445660
3.90971E+18,36,150,Not Shipped,11/10/2021,Entertainment,Jacob,25,25,Kenya,ENT-101,444880
2.08781E+18,36,137,Not Delivered,28/11/2021,Fashion,Sofia,33,13,USA,F-101,445228
4.90591E+18,60,232,Shipped,8/12/2021,Healthcare,Pablo,22,24,Germany,HC-188,445338
4.79741E+18,88,103,Not Shipped,25/10/2021,Home,Sofia,21,17,Singapore,H-101,444994
2.61821E+18,31,134,Delivered,24/8/2021,Entertainment,Sofia,22,13,USA,ENT-101,444332
4.68631E+18,42,121,Not Delivered,24/8/2021,Home,Pablo,23,15,Singapore,H-101,444332
2.86381E+18,52,216,Not Shipped,10/7/2021,Office,John,34,21,Singapore,O-101,443887
3.44561E+18,2,127,Not Shipped,10/7/2021,Entertainment,Sofia,24,11,China,ENT-630,443887
3.18511E+18,55,168,Shipped,4/10/2021,Fashion,Maria,30,25,Italy,F-901,444773
3.02911E+18,31,149,Not Delivered,30/8/2021,Office,John,21,21,Kenya,O-101,444338
3.11511E+18,10,209,Shipped,28/11/2021,Entertainment,Anthony,35,20,USA,ENT-203,445228
1.22551E+18,92,210,Delivered,11/10/2021,Office,Sofia,24,14,USA,O-901,444880
1.21431E+18,22,197,Not Delivered,3/7/2021,Office,Stella,32,10,UK,O-901,443880
2.85011E+18,72,113,Not Shipped,24/12/2021,Home,Abdul,25,17,Germany,H-101,445554
2.46241E+18,26,162,Shipped,4/10/2021,Home,Sofia,29,18,China,H-188,444773
3.03911E+18,38,118,Delivered,11/8/2021,Home,Maria,31,22,India,H-555,444119
1.25061E+18,83,194,Not Delivered,20/11/2021,Fashion,Emma,30,24,Italy,F-188,445220
1.08571E+18,24,117,Not Delivered,6/12/2021,Office,Anthony,32,15,USA,O-555,445336
3.03411E+18,68,127,Shipped,30/7/2021,Entertainment,Jacob,27,10,India,ENT-203,444007
4.03151E+18,86,165,Not Delivered,18/9/2021,Office,John,25,17,Singapore,O-555,444557
3.95331E+18,66,220,Not Shipped,4/7/2021,Healthcare,John,20,12,Kenya,HC-901,443881
4.92121E+18,16,159,Not Delivered,26/10/2021,Entertainment,Stella,21,17,Germany,ENT-188,444995
3.03661E+18,73,159,Delivered,24/12/2021,Entertainment,Pablo,27,12,Kenya,ENT-203,445554
1.42851E+18,91,146,Delivered,23/10/2021,Fashion,Anthony,30,10,China,F-203,444992
3.14431E+18,71,166,Shipped,3/8/2021,Entertainment,John,22,25,Italy,ENT-901,444111
2.74981E+18,1,153,Shipped,27/9/2021,Office,Maria,22,24,Germany,O-555,444666
3.74621E+18,72,138,Not Shipped,30/7/2021,Healthcare,Maria,33,25,India,HC-555,444007
3.49251E+18,67,249,Shipped,16/7/2021,Home,John,23,13,UK,H-630,443993
4.00271E+18,88,133,Shipped,21/12/2021,Healthcare,Stella,32,19,UK,HC-901,445551
4.34681E+18,23,197,Delivered,23/12/2021,Fashion,Jacob,26,14,UK,F-630,445553
1.48681E+18,31,203,Delivered,2/12/2021,Home,Sofia,35,19,Italy,H-203,445332
1.90511E+18,59,213,Delivered,8/12/2021,Healthcare,Maria,28,23,Italy,HC-188,445338
2.80881E+18,47,240,Delivered,16/9/2021,Healthcare,Emma,27,12,Italy,HC-630,444555
4.11371E+18,36,248,Not Shipped,25/10/2021,Entertainment,Anthony,27,19,USA,ENT-101,444994
2.46531E+18,29,107,Shipped,29/7/2021,Home,Anthony,31,17,UK,H-188,444006
3.00241E+18,43,231,Not Shipped,14/8/2021,Entertainment,Maria,34,11,India,ENT-630,444222
4.68201E+18,7,102,Not Delivered,20/9/2021,Home,Jacob,22,14,UK,H-901,444559
1.83521E+18,46,187,Delivered,6/9/2021,Home,Kristen,22,24,China,H-630,444445
1.94731E+18,78,231,Delivered,28/11/2021,Office,Jacob,33,15,China,O-101,445228
1.01401E+18,89,152,Shipped,20/10/2021,Healthcare,Maria,20,13,China,HC-901,444889
4.53741E+18,11,218,Delivered,29/10/2021,Healthcare,John,21,19,UK,HC-901,444998
1.91761E+18,22,215,Shipped,14/8/2021,Home,Jacob,28,17,Singapore,H-188,444222
4.20351E+18,18,136,Shipped,17/7/2021,Fashion,Abdul,21,20,Germany,F-630,443994
1.75581E+18,6,145,Not Shipped,8/8/2021,Healthcare,Kristen,28,11,China,HC-901,444116
2.17951E+18,47,140,Shipped,28/11/2021,Office,Sofia,34,15,USA,O-188,445228
1.59891E+18,2,140,Delivered,24/12/2021,Home,Stella,33,20,China,H-901,445554
1.45541E+18,97,237,Not Shipped,12/10/2021,Healthcare,Kristen,35,22,China,HC-555,444881
1.44101E+18,45,127,Delivered,24/12/2021,Home,John,35,15,China,H-188,445554
4.75021E+18,55,106,Not Shipped,18/9/2021,Home,Sofia,20,19,China,H-555,444557
4.06341E+18,93,149,Shipped,11/8/2021,Office,Emma,22,16,China,O-101,444119
3.32791E+18,78,204,Not Shipped,18/8/2021,Fashion,John,30,12,China,F-188,444226
4.36821E+18,44,143,Shipped,14/10/2021,Entertainment,John,25,20,UK,ENT-203,444883
3.68871E+18,52,107,Not Shipped,9/10/2021,Office,Maria,32,14,China,O-630,444778
3.91091E+18,4,187,Not Delivered,12/9/2021,Office,Sofia,35,13,Germany,O-901,444551
1.82501E+18,82,195,Shipped,2/12/2021,Office,Kristen,27,20,UK,O-188,445332
2.41961E+18,95,222,Not Delivered,13/12/2021,Fashion,Sofia,29,21,USA,F-555,445443
2.45751E+18,75,163,Not Shipped,3/7/2021,Office,John,31,25,UK,O-901,443880
3.89901E+18,78,167,Delivered,10/10/2021,Office,John,29,24,USA,O-901,444779
2.98681E+18,6,191,Not Delivered,8/8/2021,Healthcare,John,23,15,Italy,HC-203,444116
2.37531E+18,61,130,Shipped,25/11/2021,Entertainment,Kristen,30,17,Singapore,ENT-203,445225
4.20901E+18,63,176,Delivered,13/10/2021,Fashion,Anthony,31,22,Kenya,F-188,444882
1.65581E+18,36,100,Not Shipped,6/8/2021,Entertainment,Pablo,31,17,UK,ENT-555,444114
2.29901E+18,86,179,Not Shipped,12/10/2021,Office,Emma,27,17,Germany,O-203,444881
4.50701E+18,99,179,Delivered,4/12/2021,Healthcare,Anthony,26,25,Kenya,HC-901,445334
3.37201E+18,15,222,Not Shipped,4/10/2021,Office,Anthony,28,21,Germany,O-630,444773
3.36461E+18,15,185,Delivered,24/12/2021,Office,Stella,34,24,USA,O-901,445554
1.14271E+18,59,129,Not Delivered,18/10/2021,Office,Kristen,23,17,China,O-901,444887
4.41621E+18,38,195,Delivered,5/12/2021,Healthcare,Stella,23,10,China,HC-630,445335
3.95091E+18,67,117,Shipped,30/7/2021,Office,John,23,24,UK,O-630,444007
4.79321E+18,30,134,Shipped,24/12/2021,Healthcare,Pablo,27,19,UK,HC-188,445554
2.42401E+18,73,181,Shipped,4/10/2021,Entertainment,Anthony,28,22,Singapore,ENT-555,444773
2.82941E+18,100,117,Not Shipped,24/8/2021,Home,Jacob,24,13,UK,H-630,444332
2.58471E+18,85,162,Shipped,13/9/2021,Office,Emma,28,23,USA,O-101,444552
4.63831E+18,19,161,Delivered,26/8/2021,Home,Stella,21,20,UK,H-630,444334
4.28291E+18,19,113,Not Shipped,10/9/2021,Entertainment,Sofia,24,21,USA,ENT-101,444449
3.79171E+18,48,145,Not Shipped,28/7/2021,Healthcare,Kristen,23,22,India,HC-188,444005
4.76101E+18,2,193,Not Delivered,9/10/2021,Healthcare,Stella,31,14,UK,HC-901,444778
1.32761E+18,82,118,Delivered,12/12/2021,Healthcare,Emma,30,12,India,HC-630,445442
3.61431E+18,8,108,Not Delivered,9/10/2021,Office,Pablo,29,24,Singapore,O-901,444778
3.59171E+18,49,217,Not Delivered,13/11/2021,Home,Pablo,34,10,China,H-630,445113
3.42311E+18,6,204,Delivered,16/7/2021,Fashion,Jacob,21,11,USA,F-555,443993
1.01661E+18,44,137,Not Shipped,8/8/2021,Home,Maria,33,10,UK,H-901,444116
3.72571E+18,51,131,Delivered,27/7/2021,Home,John,33,21,China,H-203,444004
4.96881E+18,22,147,Shipped,3/7/2021,Entertainment,Stella,26,16,Singapore,ENT-203,443880
3.52011E+18,37,202,Not Shipped,10/12/2021,Healthcare,Sofia,24,22,Italy,HC-203,445440
3.01601E+18,3,188,Delivered,29/7/2021,Office,Maria,33,11,UK,O-203,444006
4.11801E+18,54,179,Not Delivered,1/11/2021,Entertainment,John,26,17,Kenya,ENT-630,445001
4.72161E+18,57,159,Delivered,21/9/2021,Home,Emma,20,24,India,H-203,444660
4.63791E+18,60,174,Shipped,15/9/2021,Fashion,Sofia,34,15,UK,F-101,444554
4.14401E+18,47,228,Shipped,13/9/2021,Office,Sofia,25,19,UK,O-555,444552
1.08341E+18,41,172,Delivered,2/10/2021,Healthcare,Emma,24,22,Kenya,HC-188,444771
1.26251E+18,100,101,Shipped,24/10/2021,Office,Emma,30,23,Germany,O-630,444993
1.44161E+18,60,110,Delivered,16/10/2021,Healthcare,Abdul,30,23,USA,HC-901,444885
2.56591E+18,12,137,Not Shipped,2/12/2021,Home,Sofia,31,14,USA,H-630,445332
2.11431E+18,57,152,Not Delivered,4/7/2021,Office,Anthony,33,25,Singapore,O-188,443881
4.87431E+18,66,129,Not Delivered,13/9/2021,Home,Stella,34,23,Germany,H-101,444552
2.32841E+18,26,179,Not Shipped,29/10/2021,Home,Stella,34,12,UK,H-203,444998
4.20361E+18,43,247,Shipped,11/7/2021,Fashion,Anthony,32,13,Italy,F-203,443888
2.34061E+18,35,211,Not Delivered,29/10/2021,Fashion,Maria,31,23,Kenya,F-630,444998
3.01551E+18,50,215,Not Shipped,14/10/2021,Fashion,Abdul,23,11,Italy,F-188,444883
3.28681E+18,10,106,Not Delivered,24/8/2021,Fashion,Abdul,33,11,Italy,F-901,444332
1.51841E+18,100,242,Not Shipped,14/7/2021,Home,Abdul,21,16,USA,H-901,443991
4.81241E+18,83,204,Not Delivered,28/11/2021,Healthcare,Abdul,31,12,China,HC-203,445228
1.58701E+18,90,222,Shipped,29/10/2021,Fashion,John,34,18,India,F-101,444998
3.58651E+18,29,241,Delivered,10/12/2021,Home,Sofia,33,14,Kenya,H-901,445440
2.45351E+18,72,245,Not Delivered,10/10/2021,Healthcare,Abdul,23,17,Singapore,HC-555,444779
3.00491E+18,49,227,Not Shipped,29/10/2021,Healthcare,Emma,33,19,Kenya,HC-203,444998
2.23131E+18,23,138,Shipped,10/9/2021,Healthcare,Stella,25,17,Singapore,HC-188,444449
1.91531E+18,17,156,Shipped,23/12/2021,Entertainment,Pablo,33,11,USA,ENT-203,445553
3.28131E+18,88,188,Not Delivered,27/8/2021,Fashion,John,20,14,Kenya,F-188,444335
1.77251E+18,6,179,Not Shipped,21/11/2021,Entertainment,Maria,35,12,Italy,ENT-630,445221
1.01661E+18,11,173,Shipped,28/8/2021,Fashion,Pablo,25,14,UK,F-203,444336
1.30181E+18,87,221,Not Shipped,8/12/2021,Home,Pablo,34,20,Singapore,H-101,445338
3.59641E+18,46,214,Delivered,10/12/2021,Fashion,Kristen,35,16,USA,F-901,445440
1.61241E+18,54,204,Shipped,7/11/2021,Healthcare,Sofia,26,14,Germany,HC-101,445007
1.01161E+18,97,156,Not Delivered,1/11/2021,Fashion,Anthony,26,19,Singapore,F-555,445001
3.12521E+18,58,171,Delivered,11/8/2021,Entertainment,Maria,27,17,USA,ENT-901,444119
1.05571E+18,40,160,Not Shipped,5/7/2021,Home,Anthony,28,21,USA,H-188,443882
2.25661E+18,53,151,Not Shipped,27/9/2021,Office,Sofia,26,13,USA,O-630,444666
4.32321E+18,96,249,Shipped,3/8/2021,Fashion,Pablo,26,12,UK,F-901,444111
3.36031E+18,5,172,Not Delivered,8/8/2021,Entertainment,Emma,29,21,Singapore,ENT-555,444116
4.07641E+18,5,217,Not Shipped,23/10/2021,Fashion,Abdul,20,20,UK,F-630,444992
4.51131E+18,86,234,Not Delivered,30/9/2021,Home,Maria,22,18,UK,H-555,444669
2.80021E+18,71,217,Not Delivered,27/9/2021,Home,Stella,23,,India,H-555,444666
2.32261E+18,44,157,Not Delivered,29/12/2021,Healthcare,Sofia,26,17,India,HC-101,445559
4.33611E+18,45,162,Delivered,18/8/2021,Entertainment,Kristen,30,20,UK,ENT-901,444226
3.84031E+18,40,121,Delivered,27/7/2021,Home,Anthony,27,21,Kenya,H-101,444004
4.95581E+18,36,232,Delivered,18/9/2021,Fashion,John,32,11,Singapore,F-555,444557
1.71671E+18,1,179,Not Shipped,24/8/2021,Healthcare,Sofia,31,20,Singapore,HC-901,444332
3.39761E+18,7,229,Shipped,4/12/2021,Fashion,Stella,21,13,Singapore,F-188,445334
2.11641E+18,93,158,Not Delivered,26/10/2021,Office,Emma,32,21,Singapore,O-555,444995
1.01191E+18,16,140,Not Shipped,15/11/2021,Office,Stella,35,13,Singapore,O-188,445115
3.21861E+18,87,216,Not Delivered,6/10/2021,Fashion,Sofia,35,11,UK,F-101,444775
2.39251E+18,41,129,Delivered,11/11/2021,Fashion,Stella,34,23,Italy,F-203,445111
4.75721E+18,100,234,Not Delivered,10/9/2021,Office,Sofia,25,12,Germany,O-101,444449
1.43721E+18,72,116,Delivered,19/10/2021,Home,Emma,30,20,Kenya,H-630,444888
1.37541E+18,23,204,Delivered,10/9/2021,Entertainment,Anthony,23,25,China,ENT-203,444449
5.01081E+18,49,148,Not Shipped,4/10/2021,Office,Jacob,23,11,Italy,O-101,444773
1.97771E+18,10,147,Not Shipped,30/12/2021,Fashion,Pablo,33,17,Germany,F-555,445660
2.24531E+18,22,164,Shipped,24/8/2021,Fashion,John,30,16,Kenya,F-203,444332
3.35391E+18,2,214,Not Delivered,24/10/2021,Healthcare,Pablo,30,19,UK,HC-188,444993
1.67101E+18,9,230,Shipped,11/7/2021,Healthcare,Stella,26,13,Kenya,HC-555,443888
1.33361E+18,56,162,Not Shipped,27/7/2021,Fashion,Abdul,34,10,Italy,F-203,444004
1.25881E+18,50,238,Delivered,24/11/2021,Fashion,Pablo,22,18,USA,F-203,445224
1.84191E+18,7,203,Not Shipped,23/10/2021,Healthcare,Anthony,26,14,Italy,HC-630,444992
2.69491E+18,58,185,Not Shipped,26/8/2021,Home,John,28,25,India,H-555,444334
2.46291E+18,21,152,Not Delivered,31/7/2021,Fashion,Stella,29,13,India,F-901,444008
3.39931E+18,63,228,Delivered,26/12/2021,Office,Stella,20,25,USA,O-188,445556
4.42081E+18,58,103,Delivered,30/8/2021,Office,John,27,21,USA,O-555,444338
4.43011E+18,70,214,Shipped,10/12/2021,Office,Abdul,26,25,India,O-630,445440
4.64711E+18,75,155,Not Delivered,5/8/2021,Home,Pablo,24,22,Kenya,H-630,444113
1.92511E+18,4,200,Shipped,11/7/2021,Entertainment,John,20,11,Germany,ENT-203,443888
4.87701E+18,58,155,Shipped,29/7/2021,Healthcare,Anthony,34,16,Italy,HC-555,444006
3.29191E+18,55,211,Not Delivered,4/10/2021,Fashion,Kristen,30,12,Singapore,F-555,444773
1.46231E+18,28,100,Shipped,25/8/2021,Office,Pablo,25,15,India,O-630,444333
3.54111E+18,36,229,Not Shipped,19/10/2021,Fashion,Maria,22,21,Italy,F-630,444888
3.39341E+18,31,241,Shipped,16/7/2021,Healthcare,Pablo,20,11,Germany,HC-901,443993
1.82431E+18,31,149,Not Delivered,15/9/2021,Office,Stella,35,10,India,O-901,444554
1.78911E+18,80,113,Shipped,4/12/2021,Home,Stella,35,14,Germany,H-203,445334
3.99761E+18,10,159,Delivered,12/10/2021,Entertainment,Sofia,25,13,China,ENT-101,444881
1.30271E+18,53,225,Shipped,7/10/2021,Entertainment,Stella,20,25,Italy,ENT-203,444776
3.60651E+18,52,126,Not Shipped,25/11/2021,Healthcare,John,35,10,USA,HC-101,445225
2.79991E+18,95,115,Not Delivered,1/11/2021,Healthcare,Anthony,30,20,Italy,HC-630,445001
2.11591E+18,81,130,Shipped,22/12/2021,Home,Stella,34,19,UK,H-101,445552
2.86841E+18,73,224,Not Delivered,20/9/2021,Home,Emma,35,16,Singapore,H-203,444559
1.85631E+18,10,116,Shipped,30/9/2021,Home,Jacob,24,23,Italy,H-630,444669
4.61111E+18,92,182,Shipped,25/11/2021,Entertainment,Jacob,25,22,China,ENT-101,445225
1.03961E+18,5,152,Not Shipped,17/10/2021,Entertainment,Abdul,23,22,UK,ENT-630,444886
4.70111E+18,26,186,Delivered,12/12/2021,Home,Pablo,32,13,Germany,H-901,445442
2.74451E+18,93,110,Delivered,6/8/2021,Office,Emma,26,15,UK,O-188,444114
2.45421E+18,4,225,Not Delivered,12/10/2021,Home,Kristen,29,21,Italy,H-901,444881
3.85301E+18,74,231,Shipped,13/7/2021,Entertainment,John,35,16,Kenya,ENT-901,443990
3.54721E+18,47,180,Not Shipped,2/9/2021,Home,Abdul,26,21,Germany,H-203,444441
3.19701E+18,24,134,Not Delivered,3/7/2021,Home,Sofia,24,24,Kenya,H-188,443880
5.02241E+18,14,207,Shipped,16/10/2021,Entertainment,Sofia,32,25,Germany,ENT-203,444885
3.99521E+18,33,207,Not Delivered,3/7/2021,Fashion,Maria,23,11,Italy,F-901,443880
2.71301E+18,14,196,Delivered,29/7/2021,Office,Emma,28,24,Kenya,O-901,444006
2.46341E+18,47,157,Shipped,12/10/2021,Entertainment,Jacob,29,15,India,ENT-203,444881
2.93101E+18,61,165,Not Delivered,20/9/2021,Office,Maria,20,20,UK,O-630,444559
2.41911E+18,8,159,Not Delivered,13/9/2021,Fashion,Emma,23,17,Germany,F-203,444552
2.21571E+18,16,154,Not Shipped,16/7/2021,Entertainment,Maria,34,10,UK,ENT-630,443993
1.92951E+18,13,165,Delivered,7/11/2021,Healthcare,Anthony,22,13,Kenya,HC-630,445007
4.72171E+18,2,153,Shipped,10/10/2021,Office,Stella,20,19,Italy,O-901,444779
2.89601E+18,58,145,Not Shipped,4/10/2021,Home,Pablo,20,25,Singapore,H-188,444773
4.33851E+18,74,133,Delivered,13/10/2021,Entertainment,Abdul,27,10,Kenya,ENT-188,444882
2.76301E+18,8,188,Not Shipped,2/9/2021,Office,Emma,35,13,India,O-101,444441
2.87211E+18,91,105,Not Delivered,30/8/2021,Office,Anthony,24,17,China,O-203,444338
3.81221E+18,59,225,Delivered,29/10/2021,Office,Anthony,35,23,Italy,O-901,444998
1.96321E+18,91,206,Delivered,13/11/2021,Healthcare,Emma,21,22,Singapore,HC-555,445113
2.51441E+18,44,181,Delivered,16/10/2021,Healthcare,John,21,15,Germany,HC-203,444885
3.10421E+18,21,199,Not Delivered,18/9/2021,Healthcare,Anthony,29,22,China,HC-555,444557
3.69471E+18,86,228,Delivered,3/10/2021,Fashion,Stella,22,18,Italy,F-188,444772
2.24631E+18,23,104,Not Delivered,5/7/2021,Fashion,Maria,30,21,China,F-203,443882
4.63921E+18,33,214,Not Delivered,27/11/2021,Healthcare,Kristen,34,11,UK,HC-101,445227
2.39401E+18,42,165,Delivered,8/12/2021,Healthcare,Anthony,25,12,Singapore,HC-203,445338
2.87741E+18,57,211,Delivered,8/12/2021,Entertainment,Anthony,24,21,Italy,ENT-630,445338
3.33931E+18,38,212,Delivered,1/10/2021,Office,Maria,23,17,Kenya,O-203,444770
3.85791E+18,56,102,Shipped,5/7/2021,Entertainment,Jacob,24,17,UK,ENT-901,443882
2.02081E+18,21,219,Not Shipped,2/10/2021,Fashion,Pablo,33,16,Singapore,F-630,444771
4.79961E+18,93,171,Shipped,8/12/2021,Office,Emma,23,21,Kenya,O-901,445338
4.83191E+18,25,209,Shipped,20/9/2021,Entertainment,John,30,24,China,ENT-555,444559
1.92941E+18,98,170,Not Delivered,13/9/2021,Home,Abdul,33,20,Singapore,H-901,444552
3.87561E+18,14,110,Delivered,31/7/2021,Healthcare,Stella,26,23,UK,HC-203,444008
3.41441E+18,86,242,Not Delivered,30/9/2021,Office,Kristen,23,24,USA,O-188,444669
4.23941E+18,48,114,Delivered,20/11/2021,Home,Kristen,30,23,Singapore,H-101,445220
4.25271E+18,9,200,Delivered,23/10/2021,Fashion,Stella,32,16,Singapore,F-188,444992
4.15491E+18,32,168,Shipped,7/11/2021,Entertainment,Jacob,25,24,India,ENT-630,445007
5.01091E+18,60,160,Not Shipped,9/10/2021,Home,Sofia,23,18,UK,H-188,444778
3.52011E+18,75,129,Not Delivered,14/9/2021,Office,Pablo,23,12,Kenya,O-630,444553
3.19681E+18,56,204,Not Shipped,29/10/2021,Home,Kristen,25,24,Italy,H-555,444998
1.43641E+18,8,212,Not Delivered,6/10/2021,Healthcare,John,30,15,India,HC-203,444775
4.47221E+18,69,112,Delivered,29/7/2021,Home,Anthony,28,19,China,H-203,444006
1.88031E+18,16,133,Shipped,27/9/2021,Fashion,Pablo,25,17,UK,F-101,444666
1.92391E+18,67,194,Not Delivered,16/7/2021,Healthcare,Anthony,29,20,USA,HC-203,443993
3.65891E+18,93,145,Not Delivered,29/7/2021,Fashion,John,32,14,China,F-555,444006
2.81961E+18,9,126,Not Delivered,14/7/2021,Office,Maria,25,24,UK,O-555,443991
2.21231E+18,98,123,Not Shipped,27/8/2021,Fashion,Anthony,33,16,India,F-188,444335
4.86151E+18,85,187,Delivered,5/7/2021,Fashion,Kristen,27,24,China,F-630,443882
3.52201E+18,68,205,Not Delivered,4/12/2021,Office,Abdul,31,22,India,O-901,445334
4.35851E+18,6,125,Not Shipped,8/12/2021,Fashion,Kristen,35,19,USA,F-555,445338
3.34711E+18,95,230,Shipped,10/9/2021,Fashion,Abdul,20,21,Singapore,F-630,444449
2.15281E+18,86,144,Not Delivered,20/11/2021,Healthcare,Anthony,26,23,Italy,HC-630,445220
3.54171E+18,53,194,Not Delivered,30/8/2021,Entertainment,Pablo,29,14,UK,ENT-203,444338
1.10571E+18,17,213,Shipped,10/10/2021,Home,Emma,25,19,India,H-101,444779
2.10461E+18,14,187,Not Delivered,2/11/2021,Fashion,Anthony,31,13,India,F-101,445002
3.46361E+18,1,135,Delivered,14/10/2021,Office,Emma,34,21,Germany,O-901,444883
5.03221E+18,39,166,Shipped,24/10/2021,Home,Emma,34,25,India,H-555,444993
3.92711E+18,20,130,Not Delivered,6/9/2021,Entertainment,Anthony,28,22,Italy,ENT-101,444445
2.40361E+18,63,142,Not Delivered,13/7/2021,Office,John,28,13,China,O-101,443990
4.92911E+18,72,183,Not Delivered,29/12/2021,Healthcare,Sofia,32,17,UK,HC-203,445559
3.94731E+18,69,169,Not Shipped,28/11/2021,Office,Maria,32,15,Singapore,O-630,445228
3.98631E+18,21,182,Delivered,24/12/2021,Entertainment,Pablo,34,17,USA,ENT-901,445554
1.58281E+18,78,247,Delivered,23/11/2021,Entertainment,Emma,21,22,Germany,ENT-555,445223
2.14401E+18,15,186,Not Delivered,20/11/2021,Home,Stella,35,10,Kenya,H-203,445220
3.77511E+18,55,109,Shipped,2/12/2021,Office,Pablo,27,11,USA,O-630,445332
2.25081E+18,77,101,Delivered,10/10/2021,Home,John,27,24,India,H-555,444779
1.40541E+18,17,166,Not Delivered,27/7/2021,Fashion,Stella,29,25,Kenya,F-101,444004
4.87451E+18,16,182,Shipped,15/8/2021,Office,Kristen,34,16,UK,O-101,444223
4.30841E+18,82,244,Delivered,16/10/2021,Home,Jacob,31,14,India,H-203,444885
1.78281E+18,8,248,Delivered,13/11/2021,Healthcare,Sofia,25,10,China,HC-188,445113
4.71631E+18,82,161,Delivered,2/12/2021,Office,Maria,21,12,India,O-188,445332
