,OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code,OrderCode
2605,2047110000999920471,33,217,Delivered,2021-12-29,Office,Stella,22,16.0,India,O-901,445559
2606,2845510000999928455,96,219,Delivered,2021-12-22,Healthcare,Stella,35,14.0,India,HC-555,445552
2607,4018110000999940181,61,210,Not Shipped,2021-12-13,Office,Abdul,33,18.0,Germany,O-188,445443
2608,1666810000999916668,73,219,Not Shipped,2021-11-15,Fashion,Pablo,35,19.0,Germany,F-630,445115
2609,3327010000999933270,46,123,Shipped,2021-12-30,Home,Sofia,28,22.0,China,H-555,445660
2610,1568110000999915681,36,185,Not Delivered,2021-11-07,Fashion,Anthony,23,23.0,Kenya,F-101,445007
2611,1534110000999915341,8,194,Not Shipped,2021-09-21,Office,Pablo,33,14.0,UK,O-555,444660
2612,4145210000999941452,97,153,Not Delivered,2021-10-19,Fashion,Kristen,23,15.0,Germany,F-901,444888
2613,2948810000999929488,19,104,Delivered,2021-08-28,Healthcare,Stella,21,19.0,Kenya,HC-630,444336
2614,2984810000999929848,96,194,Shipped,2021-10-23,Healthcare,Emma,26,22.0,UK,HC-188,444992
2615,2689810000999926898,11,186,Shipped,2021-08-08,Entertainment,Pablo,28,10.0,Italy,ENT-555,444116
2616,1331310000999913313,69,156,Delivered,2021-10-26,Healthcare,Pablo,27,21.0,Singapore,HC-188,444995
2617,4843110000999948431,80,238,Shipped,2021-12-18,Entertainment,Stella,28,25.0,USA,ENT-101,445448
2618,1727610000999917276,9,142,Delivered,2021-10-07,Fashion,Abdul,35,20.0,Italy,F-630,444776
2619,1462810000999914628,47,248,Delivered,2021-09-24,Office,Sofia,28,16.0,Singapore,O-101,444663
2620,2738410000999927384,82,250,Not Delivered,2021-10-26,Office,Anthony,34,24.0,USA,O-188,444995
2621,3432010000999934320,11,205,Not Delivered,2021-10-02,Healthcare,Pablo,35,16.0,Singapore,HC-555,444771
2622,3646610000999936466,21,176,Not Delivered,2021-07-28,Entertainment,Anthony,30,21.0,India,ENT-203,444005
2623,1207310000999912073,29,242,Not Shipped,2021-12-22,Home,Maria,28,,USA,H-555,445552
2624,3737610000999937376,47,164,Shipped,2021-12-14,Office,John,25,19.0,Italy,O-555,445444
2625,2515510000999925155,52,184,Not Shipped,2021-08-20,Entertainment,Kristen,27,,Italy,ENT-203,444228
2626,2810710000999928107,14,209,Delivered,2021-10-06,Home,Maria,32,17.0,Singapore,H-188,444775
2627,4243210000999942432,44,235,Not Delivered,2021-09-06,Entertainment,Kristen,20,25.0,China,ENT-555,444445
2628,2798110000999927981,16,131,Not Shipped,2021-08-30,Home,Anthony,34,19.0,Germany,H-101,444338
2629,1246510000999912465,64,142,Shipped,2021-12-18,Fashion,Pablo,21,15.0,China,F-630,445448
2630,3591710000999935917,84,230,Not Delivered,2021-09-07,Office,Anthony,25,23.0,UK,O-188,444446
2631,3864210000999938642,85,243,Delivered,2021-09-30,Home,John,26,13.0,USA,H-630,444669
2632,4536710000999945367,89,202,Not Shipped,2021-07-03,Office,Pablo,33,19.0,Kenya,O-901,443880
2633,1168710000999911687,84,112,Not Delivered,2021-09-27,Healthcare,Pablo,25,20.0,Singapore,HC-203,444666
2634,1243110000999912431,95,182,Shipped,2021-10-17,Entertainment,Maria,25,12.0,Singapore,ENT-555,444886
2635,4894410000999948944,70,153,Shipped,2021-09-20,Fashion,Pablo,24,10.0,USA,F-188,444559
2636,1360210000999913602,92,207,Delivered,2021-11-15,Fashion,Kristen,34,13.0,UK,F-101,445115
2637,1140210000999911402,9,214,Shipped,2021-10-20,Home,Abdul,22,18.0,India,H-203,444889
2638,4006910000999940069,4,244,Not Delivered,2021-10-23,Home,Anthony,35,14.0,UK,H-101,444992
2639,1993810000999919938,71,206,Delivered,2021-12-10,Fashion,Stella,27,10.0,Kenya,F-555,445440
2640,4947410000999949474,34,178,Not Delivered,2021-11-24,Office,Maria,22,11.0,Kenya,O-901,445224
2641,1865910000999918659,19,133,Not Delivered,2021-10-17,Home,Anthony,24,22.0,Germany,H-188,444886
2642,4230210000999942302,77,184,Not Shipped,2021-12-07,Office,Sofia,26,14.0,China,O-901,445337
2643,4662110000999946621,1,180,Shipped,2021-12-18,Healthcare,Kristen,29,10.0,Kenya,HC-630,445448
2644,2709910000999927099,90,137,Not Shipped,2021-11-11,Home,Abdul,25,10.0,Singapore,H-203,445111
2645,4437110000999944371,89,140,Shipped,2021-09-06,Healthcare,John,28,20.0,Italy,HC-555,444445
2646,1961110000999919611,88,175,Delivered,2021-09-18,Fashion,Maria,27,17.0,USA,F-203,444557
2647,3190410000999931904,18,248,Delivered,2021-12-30,Healthcare,Kristen,27,24.0,Kenya,HC-101,445660
2648,3909710000999939097,36,150,Not Shipped,2021-10-11,Entertainment,Jacob,25,25.0,Kenya,ENT-101,444880
2649,2087810000999920878,36,137,Not Delivered,2021-11-28,Fashion,Sofia,33,13.0,USA,F-101,445228
2650,4905910000999949059,60,232,Shipped,2021-12-08,Healthcare,Pablo,22,24.0,Germany,HC-188,445338
2651,4797410000999947974,88,103,Not Shipped,2021-10-25,Home,Sofia,21,17.0,Singapore,H-101,444994
2652,2618210000999926182,31,134,Delivered,2021-08-24,Entertainment,Sofia,22,13.0,USA,ENT-101,444332
2653,4686310000999946863,42,121,Not Delivered,2021-08-24,Home,Pablo,23,15.0,Singapore,H-101,444332
2654,2863810000999928638,52,216,Not Shipped,2021-07-10,Office,John,34,21.0,Singapore,O-101,443887
2655,3445610000999934456,2,127,Not Shipped,2021-07-10,Entertainment,Sofia,24,11.0,China,ENT-630,443887
2656,3185110000999931851,55,168,Shipped,2021-10-04,Fashion,Maria,30,25.0,Italy,F-901,444773
2657,3029110000999930291,31,149,Not Delivered,2021-08-30,Office,John,21,21.0,Kenya,O-101,444338
2658,3115110000999931151,10,209,Shipped,2021-11-28,Entertainment,Anthony,35,20.0,USA,ENT-203,445228
2659,1225510000999912255,92,210,Delivered,2021-10-11,Office,Sofia,24,14.0,USA,O-901,444880
2660,1214310000999912143,22,197,Not Delivered,2021-07-03,Office,Stella,32,10.0,UK,O-901,443880
2661,2850110000999928501,72,113,Not Shipped,2021-12-24,Home,Abdul,25,17.0,Germany,H-101,445554
2662,2462410000999924624,26,162,Shipped,2021-10-04,Home,Sofia,29,18.0,China,H-188,444773
2663,3039110000999930391,38,118,Delivered,2021-08-11,Home,Maria,31,22.0,India,H-555,444119
2664,1250610000999912506,83,194,Not Delivered,2021-11-20,Fashion,Emma,30,24.0,Italy,F-188,445220
2665,1085710000999910857,24,117,Not Delivered,2021-12-06,Office,Anthony,32,15.0,USA,O-555,445336
2666,3034110000999930341,68,127,Shipped,2021-07-30,Entertainment,Jacob,27,10.0,India,ENT-203,444007
2667,4031510000999940315,86,165,Not Delivered,2021-09-18,Office,John,25,17.0,Singapore,O-555,444557
2668,3953310000999939533,66,220,Not Shipped,2021-07-04,Healthcare,John,20,12.0,Kenya,HC-901,443881
2669,4921210000999949212,16,159,Not Delivered,2021-10-26,Entertainment,Stella,21,17.0,Germany,ENT-188,444995
2670,3036610000999930366,73,159,Delivered,2021-12-24,Entertainment,Pablo,27,12.0,Kenya,ENT-203,445554
2671,1428510000999914285,91,146,Delivered,2021-10-23,Fashion,Anthony,30,10.0,China,F-203,444992
2672,3144310000999931443,71,166,Shipped,2021-08-03,Entertainment,John,22,25.0,Italy,ENT-901,444111
2673,2749810000999927498,1,153,Shipped,2021-09-27,Office,Maria,22,24.0,Germany,O-555,444666
2674,3746210000999937462,72,138,Not Shipped,2021-07-30,Healthcare,Maria,33,25.0,India,HC-555,444007
2675,3492510000999934925,67,249,Shipped,2021-07-16,Home,John,23,13.0,UK,H-630,443993
2676,4002710000999940027,88,133,Shipped,2021-12-21,Healthcare,Stella,32,19.0,UK,HC-901,445551
2677,4346810000999943468,23,197,Delivered,2021-12-23,Fashion,Jacob,26,14.0,UK,F-630,445553
2678,1486810000999914868,31,203,Delivered,2021-12-02,Home,Sofia,35,19.0,Italy,H-203,445332
2679,1905110000999919051,59,213,Delivered,2021-12-08,Healthcare,Maria,28,23.0,Italy,HC-188,445338
2680,2808810000999928088,47,240,Delivered,2021-09-16,Healthcare,Emma,27,12.0,Italy,HC-630,444555
2681,4113710000999941137,36,248,Not Shipped,2021-10-25,Entertainment,Anthony,27,19.0,USA,ENT-101,444994
2682,2465310000999924653,29,107,Shipped,2021-07-29,Home,Anthony,31,17.0,UK,H-188,444006
2683,3002410000999930024,43,231,Not Shipped,2021-08-14,Entertainment,Maria,34,11.0,India,ENT-630,444222
2684,4682010000999946820,7,102,Not Delivered,2021-09-20,Home,Jacob,22,14.0,UK,H-901,444559
2685,1835210000999918352,46,187,Delivered,2021-09-06,Home,Kristen,22,24.0,China,H-630,444445
2686,1947310000999919473,78,231,Delivered,2021-11-28,Office,Jacob,33,15.0,China,O-101,445228
2687,1014010000999910140,89,152,Shipped,2021-10-20,Healthcare,Maria,20,13.0,China,HC-901,444889
2688,4537410000999945374,11,218,Delivered,2021-10-29,Healthcare,John,21,19.0,UK,HC-901,444998
2689,1917610000999919176,22,215,Shipped,2021-08-14,Home,Jacob,28,17.0,Singapore,H-188,444222
2690,4203510000999942035,18,136,Shipped,2021-07-17,Fashion,Abdul,21,20.0,Germany,F-630,443994
2691,1755810000999917558,6,145,Not Shipped,2021-08-08,Healthcare,Kristen,28,11.0,China,HC-901,444116
2692,2179510000999921795,47,140,Shipped,2021-11-28,Office,Sofia,34,15.0,USA,O-188,445228
2693,1598910000999915989,2,140,Delivered,2021-12-24,Home,Stella,33,20.0,China,H-901,445554
2694,1455410000999914554,97,237,Not Shipped,2021-10-12,Healthcare,Kristen,35,22.0,China,HC-555,444881
2695,1441010000999914410,45,127,Delivered,2021-12-24,Home,John,35,15.0,China,H-188,445554
2696,4750210000999947502,55,106,Not Shipped,2021-09-18,Home,Sofia,20,19.0,China,H-555,444557
2697,4063410000999940634,93,149,Shipped,2021-08-11,Office,Emma,22,16.0,China,O-101,444119
2698,3327910000999933279,78,204,Not Shipped,2021-08-18,Fashion,John,30,12.0,China,F-188,444226
2699,4368210000999943682,44,143,Shipped,2021-10-14,Entertainment,John,25,20.0,UK,ENT-203,444883
2700,3688710000999936887,52,107,Not Shipped,2021-10-09,Office,Maria,32,14.0,China,O-630,444778
2701,3910910000999939109,4,187,Not Delivered,2021-09-12,Office,Sofia,35,13.0,Germany,O-901,444551
2702,1825010000999918250,82,195,Shipped,2021-12-02,Office,Kristen,27,20.0,UK,O-188,445332
2703,2419610000999924196,95,222,Not Delivered,2021-12-13,Fashion,Sofia,29,21.0,USA,F-555,445443
2704,2457510000999924575,75,163,Not Shipped,2021-07-03,Office,John,31,25.0,UK,O-901,443880
2705,3899010000999938990,78,167,Delivered,2021-10-10,Office,John,29,24.0,USA,O-901,444779
2706,2986810000999929868,6,191,Not Delivered,2021-08-08,Healthcare,John,23,15.0,Italy,HC-203,444116
2707,2375310000999923753,61,130,Shipped,2021-11-25,Entertainment,Kristen,30,17.0,Singapore,ENT-203,445225
2708,4209010000999942090,63,176,Delivered,2021-10-13,Fashion,Anthony,31,22.0,Kenya,F-188,444882
2709,1655810000999916558,36,100,Not Shipped,2021-08-06,Entertainment,Pablo,31,17.0,UK,ENT-555,444114
2710,2299010000999922990,86,179,Not Shipped,2021-10-12,Office,Emma,27,17.0,Germany,O-203,444881
2711,4507010000999945070,99,179,Delivered,2021-12-04,Healthcare,Anthony,26,25.0,Kenya,HC-901,445334
2712,3372010000999933720,15,222,Not Shipped,2021-10-04,Office,Anthony,28,21.0,Germany,O-630,444773
2713,3364610000999933646,15,185,Delivered,2021-12-24,Office,Stella,34,24.0,USA,O-901,445554
2714,1142710000999911427,59,129,Not Delivered,2021-10-18,Office,Kristen,23,17.0,China,O-901,444887
2715,4416210000999944162,38,195,Delivered,2021-12-05,Healthcare,Stella,23,10.0,China,HC-630,445335
2716,3950910000999939509,67,117,Shipped,2021-07-30,Office,John,23,24.0,UK,O-630,444007
2717,4793210000999947932,30,134,Shipped,2021-12-24,Healthcare,Pablo,27,19.0,UK,HC-188,445554
2718,2424010000999924240,73,181,Shipped,2021-10-04,Entertainment,Anthony,28,22.0,Singapore,ENT-555,444773
2719,2829410000999928294,100,117,Not Shipped,2021-08-24,Home,Jacob,24,13.0,UK,H-630,444332
2720,2584710000999925847,85,162,Shipped,2021-09-13,Office,Emma,28,23.0,USA,O-101,444552
2721,4638310000999946383,19,161,Delivered,2021-08-26,Home,Stella,21,20.0,UK,H-630,444334
2722,4282910000999942829,19,113,Not Shipped,2021-09-10,Entertainment,Sofia,24,21.0,USA,ENT-101,444449
2723,3791710000999937917,48,145,Not Shipped,2021-07-28,Healthcare,Kristen,23,22.0,India,HC-188,444005
2724,4761010000999947610,2,193,Not Delivered,2021-10-09,Healthcare,Stella,31,14.0,UK,HC-901,444778
2725,1327610000999913276,82,118,Delivered,2021-12-12,Healthcare,Emma,30,12.0,India,HC-630,445442
2726,3614310000999936143,8,108,Not Delivered,2021-10-09,Office,Pablo,29,24.0,Singapore,O-901,444778
2727,3591710000999935917,49,217,Not Delivered,2021-11-13,Home,Pablo,34,10.0,China,H-630,445113
2728,3423110000999934231,6,204,Delivered,2021-07-16,Fashion,Jacob,21,11.0,USA,F-555,443993
2729,1016610000999910166,44,137,Not Shipped,2021-08-08,Home,Maria,33,10.0,UK,H-901,444116
2730,3725710000999937257,51,131,Delivered,2021-07-27,Home,John,33,21.0,China,H-203,444004
2731,4968810000999949688,22,147,Shipped,2021-07-03,Entertainment,Stella,26,16.0,Singapore,ENT-203,443880
2732,3520110000999935201,37,202,Not Shipped,2021-12-10,Healthcare,Sofia,24,22.0,Italy,HC-203,445440
2733,3016010000999930160,3,188,Delivered,2021-07-29,Office,Maria,33,11.0,UK,O-203,444006
2734,4118010000999941180,54,179,Not Delivered,2021-11-01,Entertainment,John,26,17.0,Kenya,ENT-630,445001
2735,4721610000999947216,57,159,Delivered,2021-09-21,Home,Emma,20,24.0,India,H-203,444660
2736,4637910000999946379,60,174,Shipped,2021-09-15,Fashion,Sofia,34,15.0,UK,F-101,444554
2737,4144010000999941440,47,228,Shipped,2021-09-13,Office,Sofia,25,19.0,UK,O-555,444552
2738,1083410000999910834,41,172,Delivered,2021-10-02,Healthcare,Emma,24,22.0,Kenya,HC-188,444771
2739,1262510000999912625,100,101,Shipped,2021-10-24,Office,Emma,30,23.0,Germany,O-630,444993
2740,1441610000999914416,60,110,Delivered,2021-10-16,Healthcare,Abdul,30,23.0,USA,HC-901,444885
2741,2565910000999925659,12,137,Not Shipped,2021-12-02,Home,Sofia,31,14.0,USA,H-630,445332
2742,2114310000999921143,57,152,Not Delivered,2021-07-04,Office,Anthony,33,25.0,Singapore,O-188,443881
2743,4874310000999948743,66,129,Not Delivered,2021-09-13,Home,Stella,34,23.0,Germany,H-101,444552
2744,2328410000999923284,26,179,Not Shipped,2021-10-29,Home,Stella,34,12.0,UK,H-203,444998
2745,4203610000999942036,43,247,Shipped,2021-07-11,Fashion,Anthony,32,13.0,Italy,F-203,443888
2746,2340610000999923406,35,211,Not Delivered,2021-10-29,Fashion,Maria,31,23.0,Kenya,F-630,444998
2747,3015510000999930155,50,215,Not Shipped,2021-10-14,Fashion,Abdul,23,11.0,Italy,F-188,444883
2748,3286810000999932868,10,106,Not Delivered,2021-08-24,Fashion,Abdul,33,11.0,Italy,F-901,444332
2749,1518410000999915184,100,242,Not Shipped,2021-07-14,Home,Abdul,21,16.0,USA,H-901,443991
2750,4812410000999948124,83,204,Not Delivered,2021-11-28,Healthcare,Abdul,31,12.0,China,HC-203,445228
2751,1587010000999915870,90,222,Shipped,2021-10-29,Fashion,John,34,18.0,India,F-101,444998
2752,3586510000999935865,29,241,Delivered,2021-12-10,Home,Sofia,33,14.0,Kenya,H-901,445440
2753,2453510000999924535,72,245,Not Delivered,2021-10-10,Healthcare,Abdul,23,17.0,Singapore,HC-555,444779
2754,3004910000999930049,49,227,Not Shipped,2021-10-29,Healthcare,Emma,33,19.0,Kenya,HC-203,444998
2755,2231310000999922313,23,138,Shipped,2021-09-10,Healthcare,Stella,25,17.0,Singapore,HC-188,444449
2756,1915310000999919153,17,156,Shipped,2021-12-23,Entertainment,Pablo,33,11.0,USA,ENT-203,445553
2757,3281310000999932813,88,188,Not Delivered,2021-08-27,Fashion,John,20,14.0,Kenya,F-188,444335
2758,1772510000999917725,6,179,Not Shipped,2021-11-21,Entertainment,Maria,35,12.0,Italy,ENT-630,445221
2759,1016610000999910166,11,173,Shipped,2021-08-28,Fashion,Pablo,25,14.0,UK,F-203,444336
2760,1301810000999913018,87,221,Not Shipped,2021-12-08,Home,Pablo,34,20.0,Singapore,H-101,445338
2761,3596410000999935964,46,214,Delivered,2021-12-10,Fashion,Kristen,35,16.0,USA,F-901,445440
2762,1612410000999916124,54,204,Shipped,2021-11-07,Healthcare,Sofia,26,14.0,Germany,HC-101,445007
2763,1011610000999910116,97,156,Not Delivered,2021-11-01,Fashion,Anthony,26,19.0,Singapore,F-555,445001
2764,3125210000999931252,58,171,Delivered,2021-08-11,Entertainment,Maria,27,17.0,USA,ENT-901,444119
2765,1055710000999910557,40,160,Not Shipped,2021-07-05,Home,Anthony,28,21.0,USA,H-188,443882
2766,2256610000999922566,53,151,Not Shipped,2021-09-27,Office,Sofia,26,13.0,USA,O-630,444666
2767,4323210000999943232,96,249,Shipped,2021-08-03,Fashion,Pablo,26,12.0,UK,F-901,444111
2768,3360310000999933603,5,172,Not Delivered,2021-08-08,Entertainment,Emma,29,21.0,Singapore,ENT-555,444116
2769,4076410000999940764,5,217,Not Shipped,2021-10-23,Fashion,Abdul,20,20.0,UK,F-630,444992
2770,4511310000999945113,86,234,Not Delivered,2021-09-30,Home,Maria,22,18.0,UK,H-555,444669
2771,2800210000999928002,71,217,Not Delivered,2021-09-27,Home,Stella,23,,India,H-555,444666
2772,2322610000999923226,44,157,Not Delivered,2021-12-29,Healthcare,Sofia,26,17.0,India,HC-101,445559
2773,4336110000999943361,45,162,Delivered,2021-08-18,Entertainment,Kristen,30,20.0,UK,ENT-901,444226
2774,3840310000999938403,40,121,Delivered,2021-07-27,Home,Anthony,27,21.0,Kenya,H-101,444004
2775,4955810000999949558,36,232,Delivered,2021-09-18,Fashion,John,32,11.0,Singapore,F-555,444557
2776,1716710000999917167,1,179,Not Shipped,2021-08-24,Healthcare,Sofia,31,20.0,Singapore,HC-901,444332
2777,3397610000999933976,7,229,Shipped,2021-12-04,Fashion,Stella,21,13.0,Singapore,F-188,445334
2778,2116410000999921164,93,158,Not Delivered,2021-10-26,Office,Emma,32,21.0,Singapore,O-555,444995
2779,1011910000999910119,16,140,Not Shipped,2021-11-15,Office,Stella,35,13.0,Singapore,O-188,445115
2780,3218610000999932186,87,216,Not Delivered,2021-10-06,Fashion,Sofia,35,11.0,UK,F-101,444775
2781,2392510000999923925,41,129,Delivered,2021-11-11,Fashion,Stella,34,23.0,Italy,F-203,445111
2782,4757210000999947572,100,234,Not Delivered,2021-09-10,Office,Sofia,25,12.0,Germany,O-101,444449
2783,1437210000999914372,72,116,Delivered,2021-10-19,Home,Emma,30,20.0,Kenya,H-630,444888
2784,1375410000999913754,23,204,Delivered,2021-09-10,Entertainment,Anthony,23,25.0,China,ENT-203,444449
2785,5010810000999950108,49,148,Not Shipped,2021-10-04,Office,Jacob,23,11.0,Italy,O-101,444773
2786,1977710000999919777,10,147,Not Shipped,2021-12-30,Fashion,Pablo,33,17.0,Germany,F-555,445660
2787,2245310000999922453,22,164,Shipped,2021-08-24,Fashion,John,30,16.0,Kenya,F-203,444332
2788,3353910000999933539,2,214,Not Delivered,2021-10-24,Healthcare,Pablo,30,19.0,UK,HC-188,444993
2789,1671010000999916710,9,230,Shipped,2021-07-11,Healthcare,Stella,26,13.0,Kenya,HC-555,443888
2790,1333610000999913336,56,162,Not Shipped,2021-07-27,Fashion,Abdul,34,10.0,Italy,F-203,444004
2791,1258810000999912588,50,238,Delivered,2021-11-24,Fashion,Pablo,22,18.0,USA,F-203,445224
2792,1841910000999918419,7,203,Not Shipped,2021-10-23,Healthcare,Anthony,26,14.0,Italy,HC-630,444992
2793,2694910000999926949,58,185,Not Shipped,2021-08-26,Home,John,28,25.0,India,H-555,444334
2794,2462910000999924629,21,152,Not Delivered,2021-07-31,Fashion,Stella,29,13.0,India,F-901,444008
2795,3399310000999933993,63,228,Delivered,2021-12-26,Office,Stella,20,25.0,USA,O-188,445556
2796,4420810000999944208,58,103,Delivered,2021-08-30,Office,John,27,21.0,USA,O-555,444338
2797,4430110000999944301,70,214,Shipped,2021-12-10,Office,Abdul,26,25.0,India,O-630,445440
2798,4647110000999946471,75,155,Not Delivered,2021-08-05,Home,Pablo,24,22.0,Kenya,H-630,444113
2799,1925110000999919251,4,200,Shipped,2021-07-11,Entertainment,John,20,11.0,Germany,ENT-203,443888
2800,4877010000999948770,58,155,Shipped,2021-07-29,Healthcare,Anthony,34,16.0,Italy,HC-555,444006
2801,3291910000999932919,55,211,Not Delivered,2021-10-04,Fashion,Kristen,30,12.0,Singapore,F-555,444773
2802,1462310000999914623,28,100,Shipped,2021-08-25,Office,Pablo,25,15.0,India,O-630,444333
2803,3541110000999935411,36,229,Not Shipped,2021-10-19,Fashion,Maria,22,21.0,Italy,F-630,444888
2804,3393410000999933934,31,241,Shipped,2021-07-16,Healthcare,Pablo,20,11.0,Germany,HC-901,443993
2805,1824310000999918243,31,149,Not Delivered,2021-09-15,Office,Stella,35,10.0,India,O-901,444554
2806,1789110000999917891,80,113,Shipped,2021-12-04,Home,Stella,35,14.0,Germany,H-203,445334
2807,3997610000999939976,10,159,Delivered,2021-10-12,Entertainment,Sofia,25,13.0,China,ENT-101,444881
2808,1302710000999913027,53,225,Shipped,2021-10-07,Entertainment,Stella,20,25.0,Italy,ENT-203,444776
2809,3606510000999936065,52,126,Not Shipped,2021-11-25,Healthcare,John,35,10.0,USA,HC-101,445225
2810,2799910000999927999,95,115,Not Delivered,2021-11-01,Healthcare,Anthony,30,20.0,Italy,HC-630,445001
2811,2115910000999921159,81,130,Shipped,2021-12-22,Home,Stella,34,19.0,UK,H-101,445552
2812,2868410000999928684,73,224,Not Delivered,2021-09-20,Home,Emma,35,16.0,Singapore,H-203,444559
2813,1856310000999918563,10,116,Shipped,2021-09-30,Home,Jacob,24,23.0,Italy,H-630,444669
2814,4611110000999946111,92,182,Shipped,2021-11-25,Entertainment,Jacob,25,22.0,China,ENT-101,445225
2815,1039610000999910396,5,152,Not Shipped,2021-10-17,Entertainment,Abdul,23,22.0,UK,ENT-630,444886
2816,4701110000999947011,26,186,Delivered,2021-12-12,Home,Pablo,32,13.0,Germany,H-901,445442
2817,2744510000999927445,93,110,Delivered,2021-08-06,Office,Emma,26,15.0,UK,O-188,444114
2818,2454210000999924542,4,225,Not Delivered,2021-10-12,Home,Kristen,29,21.0,Italy,H-901,444881
2819,3853010000999938530,74,231,Shipped,2021-07-13,Entertainment,John,35,16.0,Kenya,ENT-901,443990
2820,3547210000999935472,47,180,Not Shipped,2021-09-02,Home,Abdul,26,21.0,Germany,H-203,444441
2821,3197010000999931970,24,134,Not Delivered,2021-07-03,Home,Sofia,24,24.0,Kenya,H-188,443880
2822,5022410000999950224,14,207,Shipped,2021-10-16,Entertainment,Sofia,32,25.0,Germany,ENT-203,444885
2823,3995210000999939952,33,207,Not Delivered,2021-07-03,Fashion,Maria,23,11.0,Italy,F-901,443880
2824,2713010000999927130,14,196,Delivered,2021-07-29,Office,Emma,28,24.0,Kenya,O-901,444006
2825,2463410000999924634,47,157,Shipped,2021-10-12,Entertainment,Jacob,29,15.0,India,ENT-203,444881
2826,2931010000999929310,61,165,Not Delivered,2021-09-20,Office,Maria,20,20.0,UK,O-630,444559
2827,2419110000999924191,8,159,Not Delivered,2021-09-13,Fashion,Emma,23,17.0,Germany,F-203,444552
2828,2215710000999922157,16,154,Not Shipped,2021-07-16,Entertainment,Maria,34,10.0,UK,ENT-630,443993
2829,1929510000999919295,13,165,Delivered,2021-11-07,Healthcare,Anthony,22,13.0,Kenya,HC-630,445007
2830,4721710000999947217,2,153,Shipped,2021-10-10,Office,Stella,20,19.0,Italy,O-901,444779
2831,2896010000999928960,58,145,Not Shipped,2021-10-04,Home,Pablo,20,25.0,Singapore,H-188,444773
2832,4338510000999943385,74,133,Delivered,2021-10-13,Entertainment,Abdul,27,10.0,Kenya,ENT-188,444882
2833,2763010000999927630,8,188,Not Shipped,2021-09-02,Office,Emma,35,13.0,India,O-101,444441
2834,2872110000999928721,91,105,Not Delivered,2021-08-30,Office,Anthony,24,17.0,China,O-203,444338
2835,3812210000999938122,59,225,Delivered,2021-10-29,Office,Anthony,35,23.0,Italy,O-901,444998
2836,1963210000999919632,91,206,Delivered,2021-11-13,Healthcare,Emma,21,22.0,Singapore,HC-555,445113
2837,2514410000999925144,44,181,Delivered,2021-10-16,Healthcare,John,21,15.0,Germany,HC-203,444885
2838,3104210000999931042,21,199,Not Delivered,2021-09-18,Healthcare,Anthony,29,22.0,China,HC-555,444557
2839,3694710000999936947,86,228,Delivered,2021-10-03,Fashion,Stella,22,18.0,Italy,F-188,444772
2840,2246310000999922463,23,104,Not Delivered,2021-07-05,Fashion,Maria,30,21.0,China,F-203,443882
2841,4639210000999946392,33,214,Not Delivered,2021-11-27,Healthcare,Kristen,34,11.0,UK,HC-101,445227
2842,2394010000999923940,42,165,Delivered,2021-12-08,Healthcare,Anthony,25,12.0,Singapore,HC-203,445338
2843,2877410000999928774,57,211,Delivered,2021-12-08,Entertainment,Anthony,24,21.0,Italy,ENT-630,445338
2844,3339310000999933393,38,212,Delivered,2021-10-01,Office,Maria,23,17.0,Kenya,O-203,444770
2845,3857910000999938579,56,102,Shipped,2021-07-05,Entertainment,Jacob,24,17.0,UK,ENT-901,443882
2846,2020810000999920208,21,219,Not Shipped,2021-10-02,Fashion,Pablo,33,16.0,Singapore,F-630,444771
2847,4799610000999947996,93,171,Shipped,2021-12-08,Office,Emma,23,21.0,Kenya,O-901,445338
2848,4831910000999948319,25,209,Shipped,2021-09-20,Entertainment,John,30,24.0,China,ENT-555,444559
2849,1929410000999919294,98,170,Not Delivered,2021-09-13,Home,Abdul,33,20.0,Singapore,H-901,444552
2850,3875610000999938756,14,110,Delivered,2021-07-31,Healthcare,Stella,26,23.0,UK,HC-203,444008
2851,3414410000999934144,86,242,Not Delivered,2021-09-30,Office,Kristen,23,24.0,USA,O-188,444669
2852,4239410000999942394,48,114,Delivered,2021-11-20,Home,Kristen,30,23.0,Singapore,H-101,445220
2853,4252710000999942527,9,200,Delivered,2021-10-23,Fashion,Stella,32,16.0,Singapore,F-188,444992
2854,4154910000999941549,32,168,Shipped,2021-11-07,Entertainment,Jacob,25,24.0,India,ENT-630,445007
2855,5010910000999950109,60,160,Not Shipped,2021-10-09,Home,Sofia,23,18.0,UK,H-188,444778
2856,3520110000999935201,75,129,Not Delivered,2021-09-14,Office,Pablo,23,12.0,Kenya,O-630,444553
2857,3196810000999931968,56,204,Not Shipped,2021-10-29,Home,Kristen,25,24.0,Italy,H-555,444998
2858,1436410000999914364,8,212,Not Delivered,2021-10-06,Healthcare,John,30,15.0,India,HC-203,444775
2859,4472210000999944722,69,112,Delivered,2021-07-29,Home,Anthony,28,19.0,China,H-203,444006
2860,1880310000999918803,16,133,Shipped,2021-09-27,Fashion,Pablo,25,17.0,UK,F-101,444666
2861,1923910000999919239,67,194,Not Delivered,2021-07-16,Healthcare,Anthony,29,20.0,USA,HC-203,443993
2862,3658910000999936589,93,145,Not Delivered,2021-07-29,Fashion,John,32,14.0,China,F-555,444006
