work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Data Engineer,136000,USD,136000,USA,0,USA,M
2022,MI,FT,Data Analyst,58000,USD,58000,USA,0,USA,S
2022,EX,FT,Analytics Engineer,135000,USD,135000,USA,100,USA,M
2022,SE,FT,Data Scientist,170000,USD,170000,USA,100,USA,M
2022,SE,FT,Data Scientist,123000,USD,123000,USA,100,USA,M
2022,SE,FT,Machine Learning Engineer,189650,USD,189650,USA,0,USA,M
2022,SE,FT,Machine Learning Engineer,164996,USD,164996,USA,0,USA,M
2022,MI,FT,ETL Developer,50000,EUR,54957,Greece,0,Greece,M
2022,MI,FT,ETL Developer,50000,EUR,54957,Greece,0,Greece,M
2022,EX,FT,Lead Data Engineer,150000,CAD,118187,Canada,100,Canada,S
2022,SE,FT,Data Analyst,132000,USD,132000,USA,0,USA,M
2022,SE,FT,Data Engineer,165400,USD,165400,USA,100,USA,M
2022,SE,FT,Data Architect,208775,USD,208775,USA,100,USA,M
2022,SE,FT,Data Architect,147800,USD,147800,USA,100,USA,M
2022,SE,FT,Data Engineer,136994,USD,136994,USA,100,USA,M
2022,SE,FT,Data Engineer,101570,USD,101570,USA,100,USA,M
2022,SE,FT,Data Analyst,128875,USD,128875,USA,100,USA,M
2022,SE,FT,Data Analyst,93700,USD,93700,USA,100,USA,M
2022,EX,FT,Head of Machine Learning,6000000,INR,79039,India,50,India,L
2022,SE,FT,Data Engineer,132320,USD,132320,USA,100,USA,M
2022,EN,FT,Machine Learning Engineer,28500,GBP,37300,United Kingdom,100,United Kingdom,L
2022,SE,FT,Data Analyst,164000,USD,164000,USA,0,USA,M
2022,SE,FT,Data Engineer,155000,USD,155000,USA,100,USA,M
2022,MI,FT,Machine Learning Engineer,95000,GBP,124333,United Kingdom,0,United Kingdom,M
2022,MI,FT,Machine Learning Engineer,75000,GBP,98158,United Kingdom,0,United Kingdom,M
2022,MI,FT,AI Scientist,120000,USD,120000,USA,0,USA,M
2022,SE,FT,Data Analyst,112900,USD,112900,USA,100,USA,M
2022,SE,FT,Data Analyst,90320,USD,90320,USA,100,USA,M
2022,SE,FT,Data Analytics Manager,145000,USD,145000,USA,100,USA,M
2022,SE,FT,Data Analytics Manager,105400,USD,105400,USA,100,USA,M
2022,MI,FT,Machine Learning Engineer,80000,EUR,87932,France,100,Germany,M
2022,MI,FT,Data Engineer,90000,GBP,117789,United Kingdom,0,United Kingdom,M
2022,SE,FT,Data Scientist,215300,USD,215300,USA,100,USA,L
2022,SE,FT,Data Scientist,158200,USD,158200,USA,100,USA,L
2022,SE,FT,Data Engineer,209100,USD,209100,USA,100,USA,L
2022,SE,FT,Data Engineer,154600,USD,154600,USA,100,USA,L
2022,SE,FT,Data Analyst,115934,USD,115934,USA,0,USA,M
2022,SE,FT,Data Analyst,81666,USD,81666,USA,0,USA,M
2022,SE,FT,Data Engineer,175000,USD,175000,USA,100,USA,M
2022,MI,FT,Data Engineer,75000,GBP,98158,United Kingdom,0,United Kingdom,M
2022,MI,FT,Data Analyst,58000,USD,58000,USA,0,USA,S
2022,SE,FT,Data Engineer,183600,USD,183600,USA,100,USA,L
2022,MI,FT,Data Analyst,40000,GBP,52351,United Kingdom,100,United Kingdom,M
2022,SE,FT,Data Scientist,180000,USD,180000,USA,100,USA,M
2022,MI,FT,Data Scientist,55000,GBP,71982,United Kingdom,0,United Kingdom,M
2022,MI,FT,Data Scientist,35000,GBP,45807,United Kingdom,0,United Kingdom,M
2022,MI,FT,Data Engineer,60000,EUR,65949,Greece,100,Greece,M
2022,MI,FT,Data Engineer,45000,EUR,49461,Greece,100,Greece,M
2022,MI,FT,Data Engineer,60000,GBP,78526,United Kingdom,100,United Kingdom,M
2022,MI,FT,Data Engineer,45000,GBP,58894,United Kingdom,100,United Kingdom,M
2022,SE,FT,Data Scientist,260000,USD,260000,USA,100,USA,M
2022,SE,FT,Data Science Engineer,60000,USD,60000,Argentina,100,Mexico,L
2022,MI,FT,Data Engineer,63900,USD,63900,USA,0,USA,M
2022,MI,FT,Machine Learning Scientist,160000,USD,160000,USA,100,USA,L
2022,MI,FT,Machine Learning Scientist,112300,USD,112300,USA,100,USA,L
2022,MI,FT,Data Science Manager,241000,USD,241000,USA,100,USA,M
2022,MI,FT,Data Science Manager,159000,USD,159000,USA,100,USA,M
2022,SE,FT,Data Scientist,180000,USD,180000,USA,0,USA,M
2022,SE,FT,Data Scientist,80000,USD,80000,USA,0,USA,M
2022,MI,FT,Data Engineer,82900,USD,82900,USA,0,USA,M
2022,SE,FT,Data Engineer,100800,USD,100800,USA,100,USA,L
2022,MI,FT,Data Engineer,45000,EUR,49461,Spain,100,Spain,M
2022,SE,FT,Data Scientist,140400,USD,140400,USA,0,USA,L
2022,MI,FT,Data Analyst,30000,GBP,39263,United Kingdom,100,United Kingdom,M
2022,MI,FT,Data Analyst,40000,EUR,43966,Spain,100,Spain,M
2022,MI,FT,Data Analyst,30000,EUR,32974,Spain,100,Spain,M
2022,MI,FT,Data Engineer,80000,EUR,87932,Spain,100,Spain,M
2022,MI,FT,Data Engineer,70000,EUR,76940,Spain,100,Spain,M
2022,MI,FT,Data Engineer,80000,GBP,104702,United Kingdom,100,United Kingdom,M
2022,MI,FT,Data Engineer,70000,GBP,91614,United Kingdom,100,United Kingdom,M
2022,MI,FT,Data Engineer,60000,EUR,65949,Spain,100,Spain,M
2022,MI,FT,Data Engineer,80000,EUR,87932,Greece,100,Greece,M
2022,SE,FT,Machine Learning Engineer,189650,USD,189650,USA,0,USA,M
2022,SE,FT,Machine Learning Engineer,164996,USD,164996,USA,0,USA,M
2022,MI,FT,Data Analyst,40000,EUR,43966,Greece,100,Greece,M
2022,MI,FT,Data Analyst,30000,EUR,32974,Greece,100,Greece,M
2022,MI,FT,Data Engineer,75000,GBP,98158,United Kingdom,100,United Kingdom,M
2022,MI,FT,Data Engineer,60000,GBP,78526,United Kingdom,100,United Kingdom,M
2022,SE,FT,Data Scientist,215300,USD,215300,USA,0,USA,L
2022,MI,FT,Data Engineer,70000,EUR,76940,Greece,100,Greece,M
2022,SE,FT,Data Engineer,209100,USD,209100,USA,100,USA,L
2022,SE,FT,Data Engineer,154600,USD,154600,USA,100,USA,L
2022,SE,FT,Data Engineer,180000,USD,180000,USA,100,USA,M
2022,EN,FT,ML Engineer,20000,EUR,21983,Portugal,100,Portugal,L
2022,SE,FT,Data Engineer,80000,USD,80000,USA,100,USA,M
2022,MI,FT,Machine Learning Developer,100000,CAD,78791,Canada,100,Canada,M
2022,EX,FT,Director of Data Science,250000,CAD,196979,Canada,50,Canada,L
2022,MI,FT,Machine Learning Engineer,120000,USD,120000,USA,100,USA,S
2022,EN,FT,Computer Vision Engineer,125000,USD,125000,USA,0,USA,M
2022,MI,FT,NLP Engineer,240000,CNY,37236,USA,50,USA,L
2022,SE,FT,Data Engineer,105000,USD,105000,USA,100,USA,M
2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,87932,Germany,0,Germany,M
2022,MI,FT,Business Data Analyst,1400000,INR,18442,India,100,India,M
2022,MI,FT,Data Scientist,2400000,INR,31615,India,100,India,L
2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,58255,Portugal,50,Portugal,L
2022,EN,FT,Financial Data Analyst,100000,USD,100000,USA,50,USA,L
2022,MI,PT,Data Engineer,50000,EUR,54957,Germany,50,Germany,L
2022,EN,FT,Data Scientist,1400000,INR,18442,India,100,India,M
2022,SE,FT,Principal Data Scientist,148000,EUR,162674,Germany,100,Germany,M
2022,EN,FT,Data Engineer,120000,USD,120000,USA,100,USA,M
2022,SE,FT,Research Scientist,144000,USD,144000,USA,50,USA,L
2022,SE,FT,Data Scientist,104890,USD,104890,USA,100,USA,M
2022,SE,FT,Data Engineer,100000,USD,100000,USA,100,USA,M
2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
2022,MI,FT,Data Analyst,135000,USD,135000,USA,100,USA,M
2022,MI,FT,Data Analyst,50000,USD,50000,USA,100,USA,M
2022,SE,FT,Data Scientist,220000,USD,220000,USA,100,USA,M
2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
2022,MI,FT,Data Scientist,140000,GBP,183228,United Kingdom,0,United Kingdom,M
2022,MI,FT,Data Scientist,70000,GBP,91614,United Kingdom,0,United Kingdom,M
2022,SE,FT,Data Scientist,185100,USD,185100,USA,100,USA,M
2022,SE,FT,Machine Learning Engineer,220000,USD,220000,USA,100,USA,M
2022,MI,FT,Data Scientist,200000,USD,200000,USA,100,USA,M
2022,MI,FT,Data Scientist,120000,USD,120000,USA,100,USA,M
2022,SE,FT,Machine Learning Engineer,120000,USD,120000,UAE,100,UAE,S
2022,SE,FT,Machine Learning Engineer,65000,USD,65000,UAE,100,UAE,S
2022,EX,FT,Data Engineer,324000,USD,324000,USA,100,USA,M
2022,EX,FT,Data Engineer,216000,USD,216000,USA,100,USA,M
2022,SE,FT,Data Engineer,210000,USD,210000,USA,100,USA,M
2022,SE,FT,Machine Learning Engineer,120000,USD,120000,USA,100,USA,M
2022,SE,FT,Data Scientist,230000,USD,230000,USA,100,USA,M
2022,EN,PT,Data Scientist,100000,USD,100000,Algeria,50,Algeria,M
2022,MI,FL,Data Scientist,100000,USD,100000,Canada,100,USA,M
2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,31875,Tunisia,100,Czechia,M
2022,SE,FT,Head of Data,200000,USD,200000,Malaysia,100,USA,M
2022,MI,FT,Principal Data Analyst,75000,USD,75000,Canada,100,Canada,S
2022,MI,FT,Data Scientist,150000,PLN,35590,Poland,100,Poland,L
2022,SE,FT,Machine Learning Developer,100000,CAD,78791,Canada,100,Canada,M
2022,SE,FT,Data Scientist,100000,USD,100000,Brazil,100,USA,M
2022,MI,FT,Machine Learning Scientist,153000,USD,153000,USA,50,USA,M
2022,EN,FT,Data Engineer,52800,EUR,58035,Pakistan,100,Germany,M
2022,SE,FT,Data Scientist,165000,USD,165000,USA,100,USA,M
2022,SE,FT,Research Scientist,85000,EUR,93427,France,50,France,L
2022,EN,FT,Data Scientist,66500,CAD,52396,Canada,100,Canada,L
2022,SE,FT,Machine Learning Engineer,57000,EUR,62651,Netherlands,100,Netherlands,L
2022,MI,FT,Head of Data,30000,EUR,32974,Estonia,100,Estonia,S
2022,EN,FT,Data Scientist,40000,USD,40000,Japan,100,Malaysia,L
2022,MI,FT,Machine Learning Engineer,121000,AUD,87425,Australia,100,Australia,L
2022,SE,FT,Data Engineer,115000,USD,115000,USA,100,USA,M
2022,EN,FT,Data Scientist,120000,AUD,86703,Australia,50,Australia,M
2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,Bolivia,100,USA,L
2022,MI,FT,Research Scientist,59000,EUR,64849,Austria,0,Austria,L
2022,EN,FT,Research Scientist,120000,USD,120000,USA,100,USA,L
2022,MI,FT,Applied Data Scientist,157000,USD,157000,USA,100,USA,L
2022,EN,FT,Computer Vision Software Engineer,150000,USD,150000,Australia,100,Australia,S
2022,MI,FT,Business Data Analyst,90000,CAD,70912,Canada,50,Canada,L
2022,EN,FT,Data Engineer,65000,USD,65000,USA,100,USA,S
2022,SE,FT,Machine Learning Engineer,65000,EUR,71444,Ireland,100,Ireland,S
2022,EN,FT,Data Analytics Engineer,20000,USD,20000,Pakistan,0,Pakistan,M
2022,MI,FT,Data Scientist,48000,USD,48000,Russia,100,USA,S
2022,SE,FT,Data Science Manager,152500,USD,152500,USA,100,USA,M
2022,MI,FT,Data Engineer,62000,EUR,68147,France,100,France,M
2022,MI,FT,Data Scientist,115000,CHF,122346,Switzerland,0,Switzerland,L
2022,SE,FT,Applied Data Scientist,380000,USD,380000,USA,100,USA,L
2022,MI,FT,Data Scientist,88000,CAD,69336,Canada,100,Canada,M
2022,EN,FT,Computer Vision Engineer,10000,USD,10000,Portugal,100,Luxembourg,M
2022,MI,FT,Data Analyst,20000,USD,20000,Greece,100,Greece,S
2022,SE,FT,Data Analytics Lead,405000,USD,405000,USA,100,USA,L
2022,MI,FT,Data Scientist,135000,USD,135000,USA,100,USA,L
2022,SE,FT,Applied Data Scientist,177000,USD,177000,USA,100,USA,L
2022,MI,FT,Data Scientist,78000,USD,78000,USA,100,USA,M
2022,SE,FT,Data Analyst,135000,USD,135000,USA,100,USA,M
2022,SE,FT,Data Analyst,100000,USD,100000,USA,100,USA,M
2022,SE,FT,Data Analyst,90320,USD,90320,USA,100,USA,M
2022,MI,FT,Data Analyst,85000,USD,85000,Canada,0,Canada,M
2022,MI,FT,Data Analyst,75000,USD,75000,Canada,0,Canada,M
2022,SE,FT,Machine Learning Engineer,214000,USD,214000,USA,100,USA,M
2022,SE,FT,Machine Learning Engineer,192600,USD,192600,USA,100,USA,M
2022,SE,FT,Data Architect,266400,USD,266400,USA,100,USA,M
2022,SE,FT,Data Architect,213120,USD,213120,USA,100,USA,M
2022,SE,FT,Data Analyst,112900,USD,112900,USA,100,USA,M
2022,SE,FT,Data Engineer,155000,USD,155000,USA,100,USA,M
2022,MI,FT,Data Scientist,141300,USD,141300,USA,0,USA,M
2022,MI,FT,Data Scientist,102100,USD,102100,USA,0,USA,M
2022,SE,FT,Data Analyst,115934,USD,115934,USA,100,USA,M
2022,SE,FT,Data Analyst,81666,USD,81666,USA,100,USA,M
2022,MI,FT,Data Engineer,206699,USD,206699,USA,0,USA,M
2022,MI,FT,Data Engineer,99100,USD,99100,USA,0,USA,M
2022,SE,FT,Data Engineer,130000,USD,130000,USA,100,USA,M
2022,SE,FT,Data Engineer,115000,USD,115000,USA,100,USA,M
2022,SE,FT,Data Engineer,110500,USD,110500,USA,100,USA,M
2022,SE,FT,Data Engineer,130000,USD,130000,USA,100,USA,M
2022,SE,FT,Data Analyst,99050,USD,99050,USA,100,USA,M
2022,SE,FT,Data Engineer,160000,USD,160000,USA,100,USA,M
2022,SE,FT,Data Scientist,205300,USD,205300,USA,0,USA,L
2022,SE,FT,Data Scientist,140400,USD,140400,USA,0,USA,L
2022,SE,FT,Data Scientist,176000,USD,176000,USA,100,USA,M
2022,SE,FT,Data Scientist,144000,USD,144000,USA,100,USA,M
2022,SE,FT,Data Engineer,200100,USD,200100,USA,100,USA,M
2022,SE,FT,Data Engineer,160000,USD,160000,USA,100,USA,M
2022,SE,FT,Data Engineer,145000,USD,145000,USA,100,USA,M
2022,SE,FT,Data Engineer,70500,USD,70500,USA,0,USA,M
2022,SE,FT,Data Scientist,205300,USD,205300,USA,0,USA,M
2022,SE,FT,Data Scientist,140400,USD,140400,USA,0,USA,M
2022,SE,FT,Analytics Engineer,205300,USD,205300,USA,0,USA,M
2022,SE,FT,Analytics Engineer,184700,USD,184700,USA,0,USA,M
2022,SE,FT,Data Engineer,175100,USD,175100,USA,100,USA,M
2022,SE,FT,Data Engineer,140250,USD,140250,USA,100,USA,M
2022,SE,FT,Data Analyst,116150,USD,116150,USA,100,USA,M
2022,SE,FT,Data Engineer,54000,USD,54000,USA,0,USA,M
2022,SE,FT,Data Analyst,170000,USD,170000,USA,100,USA,M
2022,MI,FT,Data Analyst,50000,GBP,65438,United Kingdom,0,United Kingdom,M
2022,SE,FT,Data Analyst,80000,USD,80000,USA,100,USA,M
2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
2022,SE,FT,Data Scientist,210000,USD,210000,USA,100,USA,M
2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
2022,SE,FT,Data Analyst,100000,USD,100000,USA,100,USA,M
2022,SE,FT,Data Analyst,69000,USD,69000,USA,100,USA,M
2022,SE,FT,Data Scientist,210000,USD,210000,USA,100,USA,M
2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
2022,SE,FT,Data Scientist,210000,USD,210000,USA,100,USA,M
2022,SE,FT,Data Analyst,150075,USD,150075,USA,100,USA,M
2022,SE,FT,Data Engineer,100000,USD,100000,USA,100,USA,M
2022,SE,FT,Data Engineer,25000,USD,25000,USA,100,USA,M
2022,SE,FT,Data Analyst,126500,USD,126500,USA,100,USA,M
2022,SE,FT,Data Analyst,106260,USD,106260,USA,100,USA,M
2022,SE,FT,Data Engineer,220110,USD,220110,USA,100,USA,M
2022,SE,FT,Data Engineer,160080,USD,160080,USA,100,USA,M
2022,SE,FT,Data Analyst,105000,USD,105000,USA,100,USA,M
2022,SE,FT,Data Analyst,110925,USD,110925,USA,100,USA,M
2022,MI,FT,Data Analyst,35000,GBP,45807,United Kingdom,0,United Kingdom,M
2022,SE,FT,Data Scientist,140000,USD,140000,USA,100,USA,M
2022,SE,FT,Data Analyst,99000,USD,99000,USA,0,USA,M
2022,SE,FT,Data Analyst,60000,USD,60000,USA,100,USA,M
2022,SE,FT,Data Architect,192564,USD,192564,USA,100,USA,M
2022,SE,FT,Data Architect,144854,USD,144854,USA,100,USA,M
2022,SE,FT,Data Scientist,230000,USD,230000,USA,100,USA,M
2022,SE,FT,Data Scientist,150000,USD,150000,USA,100,USA,M
2022,SE,FT,Data Analytics Manager,150260,USD,150260,USA,100,USA,M
2022,SE,FT,Data Analytics Manager,109280,USD,109280,USA,100,USA,M
2022,SE,FT,Data Scientist,210000,USD,210000,USA,100,USA,M
2022,SE,FT,Data Analyst,170000,USD,170000,USA,100,USA,M
2022,MI,FT,Data Scientist,160000,USD,160000,USA,100,USA,M
2022,MI,FT,Data Scientist,130000,USD,130000,USA,100,USA,M
2022,EN,FT,Data Analyst,67000,USD,67000,Canada,0,Canada,M
2022,EN,FT,Data Analyst,52000,USD,52000,Canada,0,Canada,M
2022,SE,FT,Data Engineer,154000,USD,154000,USA,100,USA,M
2022,SE,FT,Data Engineer,126000,USD,126000,USA,100,USA,M
2022,SE,FT,Data Analyst,129000,USD,129000,USA,0,USA,M
2022,SE,FT,Data Analyst,150000,USD,150000,USA,100,USA,M
2022,MI,FT,AI Scientist,200000,USD,200000,India,100,USA,L
