ID,Education,Marital,Income,Kid,PurNum_Web,PurNum_Deals,$Meat,$Fish,$Wines,Fruits
4945,Graduation,Other,53653,0,10,2,239,28,815,10
10584,Graduation,Married,65665,0,5,1,387,106,225,162
6071,Graduation,Single,81217,0,3,1,324,146,493,70
3386,Graduation,Married,34935,0,2,1,66,3,34,4
8939,Graduation,Divorced,61250,0,5,6,65,60,382,138
9925,PhD,Married,39665,1,4,3,56,0,127,1
4320,Graduation,Single,60152,0,6,1,300,86,325,83
5389,Graduation,Married,48920,0,6,3,68,8,238,17
6036,Master,Married,89120,0,5,1,408,72,1168,92
182,PhD,Married,44124,0,6,4,55,0,284,0
203,Master,Single,81169,0,5,1,613,80,1288,20
11025,Graduation,Married,36443,1,3,4,46,4,65,0
10203,Graduation,Single,26095,1,1,1,9,3,11,7
4607,Graduation,Married,71367,0,4,1,389,42,227,23
3711,Master,Married,80184,0,6,1,670,25,1035,134
3696,Graduation,Divorced,30630,1,2,2,12,2,27,1
2532,Master,Single,73454,0,2,1,351,56,982,73
9214,Graduation,Married,42691,0,5,1,64,38,179,2
4943,Graduation,Married,70503,0,2,1,216,0,1379,33
35,Graduation,Married,25545,1,2,3,64,16,32,1
2258,Graduation,Married,32880,1,1,1,15,7,8,4
4322,PhD,Married,77863,0,4,1,319,16,881,38
713,Master,Married,50353,0,4,1,153,67,141,15
4702,Graduation,Single,61839,0,4,1,379,224,1000,155
3281,PhD,Married,49154,1,4,6,67,30,206,10
702,Basic,Other,47682,0,4,4,83,97,162,61
2004,Graduation,Single,72679,0,4,1,260,127,619,54
4769,Master,Married,57954,1,8,7,24,0,456,4
4437,Graduation,Married,65316,1,3,2,92,3,112,6
8724,Graduation,Single,28567,1,2,2,22,2,11,3
10741,Master,Married,47352,0,6,4,112,8,172,12
1991,Graduation,Married,44931,0,2,1,11,0,78,0
6931,Graduation,Divorced,76982,0,8,1,292,65,464,151
11096,Basic,Married,57247,0,2,2,32,37,99,4
304,Master,Single,22944,1,3,3,19,4,19,3
3665,Basic,Married,25315,1,3,3,8,11,1,9
10591,Graduation,Other,43638,0,4,2,83,7,63,10
5036,PhD,Single,42710,1,4,2,42,4,252,3
5547,PhD,Married,84169,0,7,1,403,0,1478,19
7822,Graduation,Married,54058,0,4,2,252,32,198,18
8541,Basic,Married,24683,1,2,2,10,6,8,4
10955,Graduation,Other,85620,0,3,1,925,60,416,46
4368,Graduation,Married,47850,1,3,1,43,20,42,7
9671,Graduation,Married,19514,1,3,4,21,2,14,3
2256,Master,Married,27159,1,1,2,3,0,17,0
4279,Basic,Single,39548,1,1,2,10,3,15,4
5371,Graduation,Single,21474,1,3,2,24,11,6,16
9240,PhD,Single,60504,0,6,2,24,6,458,0
9460,Graduation,Married,22419,0,3,1,47,19,30,3
9504,Master,Married,81698,0,3,1,520,111,179,28
8692,Graduation,Married,43462,1,4,6,97,15,90,17
448,PhD,Single,54880,1,6,2,137,102,308,85
8314,Graduation,Married,79908,0,5,1,761,29,557,129
8420,Basic,Married,15315,0,2,2,13,15,7,4
3174,Graduation,Married,87771,0,5,1,287,50,1492,38
7685,Graduation,Married,33039,1,2,1,12,8,30,8
3179,Graduation,Single,81741,0,6,0,940,58,249,153
9780,Master,Married,71499,0,8,2,132,136,465,25
10681,Basic,Married,62466,0,6,5,259,168,129,129
10232,PhD,Divorced,48799,0,3,3,81,28,174,18
4184,PhD,Married,52157,0,3,2,29,3,189,2
9120,Graduation,Single,66565,0,4,4,161,65,747,10
891,Master,Married,29298,1,1,1,2,2,6,0
10381,Graduation,Single,47691,0,1,1,3,0,14,0
3525,Graduation,Married,38200,1,1,1,4,0,12,0
6818,Graduation,Married,44989,0,5,5,106,49,98,0
3526,PhD,Married,38443,1,1,2,5,0,32,0
8181,Basic,Single,38593,1,4,3,49,17,51,12
1029,PhD,Married,64413,0,5,1,44,0,200,5
7369,Master,Married,36959,1,2,2,25,6,25,6
2574,PhD,Married,61996,0,6,3,144,0,1050,12
8159,Graduation,Married,51287,1,4,3,22,13,117,0
1160,Graduation,Married,13260,1,3,4,17,10,9,4
10242,PhD,Married,47472,1,2,2,11,0,56,0
5253,Master,Married,54603,1,4,6,46,17,145,13
5966,PhD,Married,45207,1,3,5,10,0,203,0
5314,Graduation,Married,40689,0,7,7,27,39,270,3
5081,Basic,Married,47821,1,1,1,16,6,9,0
5123,Master,Married,27450,0,2,1,23,8,37,12
5756,Graduation,Married,39453,1,2,2,7,0,46,0
8036,Basic,Married,26850,1,2,4,13,7,31,1
9058,Graduation,Other,79800,0,5,1,530,32,1060,21
5057,Master,Married,61794,0,4,2,188,54,264,47
254,Graduation,Married,53863,0,7,3,30,6,399,4
4179,Graduation,Married,24221,0,1,1,9,2,8,9
3710,PhD,Single,39684,1,2,2,35,6,19,0
7627,Master,Married,92163,0,5,0,797,106,817,183
4501,Master,Single,69882,0,3,1,635,132,292,127
6424,Graduation,Married,33178,1,1,1,2,11,12,6
3075,PhD,Married,59973,0,3,1,168,20,130,30
4992,Master,Married,17459,1,3,3,16,3,6,4
5252,Graduation,Divorced,23910,1,2,1,18,7,16,12
7444,Master,Married,42169,1,1,2,9,0,19,0
6919,Basic,Married,26224,1,2,3,15,13,4,7
3537,Graduation,Married,31089,1,3,3,31,2,31,3
10277,Graduation,Single,30081,0,1,1,2,0,36,0
2453,Graduation,Married,62807,0,5,3,135,10,526,28
7972,Graduation,Single,72906,0,3,1,519,71,400,32
895,PhD,Married,61467,0,5,3,114,0,410,16
1177,Master,Married,49618,1,3,4,26,4,80,3
7141,Master,Single,21888,1,5,4,46,2,88,10
7232,Graduation,Other,42429,0,1,2,6,2,55,0
8477,Graduation,Divorced,26150,2,1,1,13,3,5,1
2457,Basic,Married,30801,0,1,2,5,15,8,4
988,Graduation,Married,81168,0,6,1,592,147,410,0
7930,Master,Single,26877,0,3,2,76,20,101,13
4587,Master,Other,45006,0,3,1,53,16,162,25
6682,Basic,Married,18978,1,1,1,1,4,2,8
6222,Graduation,Married,22574,2,2,2,8,2,25,0
10299,PhD,Single,48240,0,6,3,248,64,389,91
3083,Graduation,Married,45837,1,6,5,87,17,215,13
8953,Master,Single,35791,2,1,2,5,0,27,0
1503,PhD,Married,162397,1,0,0,16,2,85,1
8650,Graduation,Other,54162,1,1,1,10,6,5,6
10862,Master,Married,30522,0,1,5,83,19,179,8
2782,PhD,Married,54456,0,6,3,27,10,352,0
6941,Graduation,Single,31632,0,2,1,12,11,17,8
10972,Graduation,Other,72298,0,4,1,169,58,625,35
10708,Basic,Single,36975,1,1,1,11,0,10,6
6583,Basic,Married,72635,0,6,1,323,104,390,22
3641,Graduation,Married,13624,1,2,2,15,2,10,2
10156,Graduation,Single,84196,0,8,1,507,231,215,63
4299,Graduation,Married,70971,0,11,7,572,93,1001,17
3469,PhD,Divorced,34487,1,3,3,33,24,19,18
5063,Graduation,Single,28769,1,4,3,129,10,41,5
10727,PhD,Married,69084,1,7,2,199,39,1181,107
9624,PhD,Married,65488,0,3,1,207,36,603,45
5156,Basic,Married,62466,0,6,5,259,168,129,129
4376,Basic,Single,32218,0,2,1,15,13,10,24
8923,Graduation,Single,83917,0,6,1,732,42,514,22
8461,Graduation,Divorced,46102,2,1,1,1,0,14,0
6945,Graduation,Single,84574,0,9,1,713,38,387,20
944,Graduation,Married,56181,0,4,1,69,8,121,103
1907,Master,Divorced,63120,0,8,5,279,54,965,69
701,Graduation,Married,73691,0,6,2,250,85,707,21
3856,Graduation,Married,63381,0,4,4,142,33,571,50
4149,PhD,Married,76140,0,5,1,653,17,586,66
2131,PhD,Divorced,62859,0,9,4,102,16,1063,89
2942,Graduation,Single,45906,0,5,2,27,4,305,3
1173,Master,Married,77632,0,4,1,758,0,1200,105
4381,PhD,Married,46463,1,3,7,40,8,163,2
4611,Graduation,Married,105471,0,9,0,104,202,1009,181
3376,Master,Divorced,55282,1,3,1,73,8,125,6
4679,Master,Married,78710,0,7,3,152,119,721,0
10928,Graduation,Married,66886,0,7,2,62,41,315,4
4248,Master,Single,98777,0,4,0,711,125,1000,19
6728,Graduation,Married,29103,1,1,2,17,6,16,0
6661,Graduation,Married,67445,0,9,5,217,29,757,80
4725,PhD,Married,50616,0,1,1,25,0,30,2
3277,Graduation,Divorced,49431,0,7,2,100,26,219,3
5555,Graduation,Divorced,153924,0,0,0,1,1,1,1
2564,Graduation,Married,61278,0,3,2,28,2,111,3
946,Basic,Married,26490,0,3,2,52,21,45,47
3867,PhD,Married,73059,0,9,1,420,0,410,112
6940,PhD,Single,46734,1,3,4,39,6,100,1
55,Graduation,Married,56253,0,7,4,65,7,509,0
7093,Graduation,Married,19986,1,0,1,5,0,3,6
5084,Graduation,Other,58330,0,6,1,213,104,445,53
1777,Basic,Married,25965,0,2,1,11,41,2,2
8162,Master,Married,14661,0,1,1,11,6,4,1
10826,Graduation,Married,18690,0,1,1,7,23,6,1
8754,PhD,Married,45068,0,1,1,3,0,14,0
1987,Basic,Single,21063,1,2,2,11,19,1,10
11007,PhD,Married,29187,1,1,1,6,0,26,0
7426,Basic,Married,54690,1,3,3,37,7,111,16
9153,PhD,Married,59304,0,7,3,428,80,418,61
10379,Master,Single,59247,0,5,5,122,19,327,9
9204,Graduation,Other,66731,0,4,4,194,58,371,159
3197,Graduation,Married,77353,0,6,2,107,69,275,59
2920,PhD,Single,52614,0,2,2,142,12,789,0
6961,Graduation,Married,26751,2,1,1,5,0,1,1
4673,PhD,Married,81300,0,10,3,145,32,1004,12
9937,Graduation,Single,70337,0,2,1,149,25,187,81
8779,Basic,Married,36145,1,4,4,76,17,56,4
9596,PhD,Single,65295,0,3,1,117,34,365,32
2891,Graduation,Divorced,68118,0,8,2,123,10,595,23
4910,Graduation,Divorced,68743,0,11,1,384,175,1132,134
75,Basic,Married,41039,0,8,1,137,179,34,11
10120,Graduation,Married,38946,0,3,2,82,6,116,6
6327,Graduation,Married,65777,0,2,1,435,28,565,32
10142,PhD,Divorced,66476,0,5,2,126,47,372,18
9826,PhD,Single,86857,0,5,1,838,133,899,102
1501,PhD,Married,160803,0,0,15,1622,17,55,16
10767,PhD,Married,77845,0,3,1,480,0,760,40
7279,PhD,Married,69476,0,4,1,559,63,260,86
7230,PhD,Divorced,50611,0,4,6,24,6,459,0
143,Graduation,Single,61209,0,5,1,224,119,466,0
450,Master,Married,42315,0,1,3,80,17,67,15
9316,Basic,Married,13084,0,1,1,7,3,2,0
6379,Master,Other,47570,1,2,3,20,0,67,1
9239,Master,Married,61923,0,2,1,18,3,92,4
8315,Graduation,Single,34824,0,1,1,11,2,4,2
2868,PhD,Single,26518,1,2,3,28,3,20,1
10888,Graduation,Single,45938,0,8,2,178,62,273,11
1277,Graduation,Married,78468,0,10,1,388,104,434,22
9977,Graduation,Divorced,78901,0,9,3,309,33,321,11
10196,Graduation,Married,71427,2,8,2,177,15,212,123
6384,Graduation,Divorced,71022,0,5,3,278,0,909,12
8029,Master,Single,90247,0,3,1,352,21,1184,32
968,Master,Divorced,41335,1,4,3,21,16,112,19
6988,Graduation,Married,71952,1,8,2,455,52,656,80
4472,PhD,Divorced,35682,1,1,1,8,6,23,0
6991,Graduation,Divorced,43185,0,9,2,42,16,537,6
3336,PhD,Married,66375,0,2,3,45,0,712,0
4301,Master,Married,35178,1,1,1,13,2,23,1
1940,Graduation,Married,25252,1,1,1,4,2,1,3
1272,Master,Single,55250,0,7,4,83,32,664,58
1388,Graduation,Single,33249,1,2,2,21,19,6,10
1044,Graduation,Married,58398,0,5,3,201,21,299,5
6969,Graduation,Married,50272,1,4,3,66,43,99,13
10479,PhD,Married,76618,0,3,1,294,121,749,40
3619,Basic,Divorced,87305,0,5,1,501,63,345,25
1715,Graduation,Married,25851,1,2,2,18,7,9,4
10159,Graduation,Divorced,58710,0,11,6,368,0,440,81
1463,Graduation,Single,45160,1,1,1,5,3,8,2
5114,Master,Married,74806,0,5,2,249,0,670,9
4990,Graduation,Married,59111,0,11,1,134,28,524,0
4329,PhD,Married,18988,1,1,2,6,2,6,0
10936,Graduation,Married,72190,0,5,1,597,172,597,166
4692,Graduation,Married,7500,1,4,5,12,13,7,0
7212,Graduation,Married,44794,0,2,1,7,0,54,0
6086,Graduation,Married,80395,0,6,1,706,80,445,25
437,Master,Divorced,75012,0,3,1,218,164,294,142
11171,Master,Married,56962,2,6,7,77,10,292,3
11101,Graduation,Married,89891,0,11,1,132,59,412,22
5329,PhD,Divorced,35946,1,0,1,3,0,8,0
610,PhD,Married,53593,1,7,8,78,6,349,4
9384,Graduation,Married,66373,1,4,7,124,12,328,9
5956,PhD,Divorced,45072,1,6,5,99,7,144,2
10430,Graduation,Divorced,89694,1,4,3,211,37,1126,28
7875,Graduation,Married,72025,0,4,1,617,43,967,0
7072,Graduation,Married,67432,0,8,2,341,177,432,79
6255,Master,Married,70545,0,4,1,63,55,138,39
6516,Basic,Married,17487,1,1,1,1,7,0,0
5564,Graduation,Married,62882,0,7,2,497,78,509,133
5682,PhD,Single,64108,0,6,4,86,13,948,10
7458,Master,Married,34941,1,3,2,25,4,39,2
5237,PhD,Single,48767,1,2,3,21,3,28,1
7761,Basic,Married,38702,1,3,2,24,13,13,11
5278,Graduation,Married,82224,0,6,1,360,138,307,26
3560,Graduation,Married,83844,0,4,1,345,75,901,31
7235,Basic,Married,17003,1,2,3,12,4,2,5
10548,Graduation,Single,71163,0,3,1,372,138,283,17
2281,Graduation,Single,33697,1,1,1,7,0,4,3
4073,Basic,Married,63564,0,10,1,252,15,769,80
6974,PhD,Married,83443,0,6,1,742,55,518,42
7938,PhD,Married,51518,0,3,2,66,17,350,8
7094,Graduation,Other,58330,0,6,1,213,104,445,53
3667,Graduation,Married,80952,0,8,1,689,41,778,178
7723,Graduation,Married,75507,0,8,1,374,104,709,93
3870,Basic,Married,63855,0,7,1,314,93,359,35
4012,PhD,Married,62220,0,7,5,375,16,799,12
5909,Graduation,Married,58512,0,3,5,101,13,895,10
10470,Master,Married,40662,1,2,2,23,0,40,2
6488,PhD,Married,38829,0,3,1,7,0,76,0
10270,Basic,Married,35523,1,3,2,22,12,11,5
6887,Graduation,Single,79146,1,8,2,223,21,245,16
6406,Master,Married,78285,0,6,1,391,175,647,107
7573,PhD,Single,31626,1,2,1,9,2,39,1
4508,Graduation,Single,75127,0,2,1,305,46,203,35
221,Graduation,Married,48726,0,3,3,38,4,138,3
5331,Graduation,Married,74985,0,3,1,898,247,587,51
1911,Graduation,Married,67430,0,11,1,291,127,595,97
20,Basic,Married,46891,0,2,1,23,29,43,12
8786,Master,Married,62058,0,6,4,74,10,301,7
10582,Graduation,Married,72063,0,5,2,348,76,180,32
1915,PhD,Married,78939,0,8,1,243,150,794,115
8897,Graduation,Single,42720,1,7,8,91,28,392,5
2371,Graduation,Married,33622,1,2,3,22,3,39,1
4303,PhD,Married,6835,0,0,0,12,2,107,2
6825,Graduation,Married,41452,1,1,1,3,0,13,0
1072,PhD,Single,40760,0,2,2,17,0,70,0
4964,PhD,Married,74250,0,2,1,392,75,680,11
2461,Master,Single,51124,1,1,2,11,0,26,1
10736,Graduation,Single,72258,0,6,2,522,227,522,0
3194,PhD,Single,71466,0,4,1,546,78,412,12
10839,Graduation,Married,36283,1,1,2,5,8,6,5
49,Graduation,Single,20587,1,1,1,6,4,2,3
4290,Graduation,Married,30467,1,1,1,8,2,1,3
10219,Graduation,Married,31590,1,1,1,15,6,6,2
4211,Basic,Married,20425,1,2,2,5,3,4,12
1135,Master,Married,17144,1,3,5,19,0,18,2
6299,PhD,Divorced,42564,0,6,6,186,39,324,48
10846,Master,Married,43783,1,7,6,125,25,327,9
347,Graduation,Divorced,40780,0,7,4,71,13,229,27
6543,Master,Married,62847,0,3,1,706,80,521,168
10446,PhD,Married,82017,0,5,1,446,30,184,23
3479,Graduation,Single,16813,0,2,1,11,12,4,8
11075,Graduation,Married,51267,1,3,4,64,7,183,2
4442,Graduation,Single,46524,0,1,2,35,26,31,19
199,Master,Single,45183,0,4,1,60,12,219,3
6722,PhD,Married,70421,0,10,3,136,75,479,28
796,Basic,Divorced,60161,0,11,3,212,46,584,44
3749,Graduation,Married,73926,0,6,1,597,159,627,91
8523,Graduation,Married,19329,1,4,3,16,12,24,1
310,Master,Married,61872,0,4,4,159,36,330,5
8629,Graduation,Other,46984,1,1,1,10,2,19,1
236,Graduation,Married,34838,1,2,3,29,29,28,23
9930,PhD,Single,82716,0,6,1,228,15,606,148
3483,Graduation,Married,48192,0,2,3,204,153,1039,43
4599,Master,Married,49681,0,7,6,26,0,411,0
7326,Master,Married,56850,0,1,1,19,2,34,1
7352,Graduation,Married,55267,0,3,4,136,32,161,28
2350,Graduation,Married,59666,1,3,7,178,23,623,53
9145,Graduation,Single,72504,0,5,2,470,123,604,26
2964,Graduation,Married,26872,0,1,1,8,3,3,10
5585,Graduation,Single,21359,1,2,2,17,6,12,2
9687,Graduation,Single,73170,0,5,1,256,50,184,174
3732,Master,Married,52750,0,5,6,239,90,393,0
6303,PhD,Married,91820,0,5,0,747,76,410,73
11176,PhD,Married,65968,0,5,2,83,19,376,9
2986,Graduation,Married,30772,1,1,1,4,2,7,2
7462,Graduation,Single,22507,0,10,3,226,51,68,0
3900,Graduation,Married,65685,0,9,1,49,0,642,14
7034,Basic,Married,25804,1,2,2,9,13,8,7
9493,PhD,Single,76412,0,5,1,804,23,840,53
1143,Graduation,Married,22063,1,2,2,13,3,7,10
1,Graduation,Single,57091,0,7,1,64,7,464,5
3855,Graduation,Married,22419,0,3,1,47,19,30,3
5536,Graduation,Married,87771,0,5,1,287,50,1492,38
5989,Basic,Divorced,78353,0,10,1,476,39,752,122
9499,Graduation,Married,93404,1,3,3,287,20,1279,15
6768,Graduation,Divorced,37859,1,1,2,8,2,22,1
2150,PhD,Other,80995,0,8,1,409,73,860,28
6646,Graduation,Married,16529,1,1,1,5,13,3,0
4887,PhD,Divorced,55412,1,2,1,28,11,10,5
8560,Graduation,Single,48789,0,6,1,156,7,351,16
3321,PhD,Married,56575,0,7,3,90,0,421,5
11003,Basic,Married,25130,1,2,2,7,0,2,5
10402,Graduation,Married,35441,1,1,2,9,2,25,1
9904,Graduation,Married,71391,0,6,5,274,46,336,123
6141,Master,Single,49494,1,6,2,97,0,191,9
5687,Graduation,Divorced,81702,0,7,1,774,28,563,50
10856,Basic,Single,45889,0,1,1,6,0,31,0
5121,Graduation,Single,56628,0,7,2,82,7,479,5
4186,Graduation,Married,34026,1,2,3,15,12,18,6
368,Graduation,Married,40049,0,3,3,52,10,91,65
3312,Graduation,Single,34176,1,3,4,24,19,5,7
11121,Graduation,Married,19419,1,4,4,28,16,2,14
5332,Basic,Married,82504,0,3,1,431,134,362,50
5848,Graduation,Married,81205,0,5,1,929,97,724,74
10343,Basic,Single,61618,0,3,2,399,0,605,91
5935,Master,Single,55284,0,7,3,140,0,547,7
2895,Graduation,Single,49980,0,3,2,54,13,104,1
10262,Graduation,Married,15072,2,3,4,15,0,8,2
7848,Graduation,Single,49166,0,5,2,25,7,224,2
9477,PhD,Married,65324,0,6,3,102,21,384,0
4856,Basic,Married,82347,0,7,1,845,202,556,54
7186,PhD,Married,30843,1,1,2,2,0,24,0
5794,PhD,Married,46374,0,7,3,21,0,408,0
1456,Graduation,Single,60474,0,10,7,303,234,265,199
4877,Master,Married,38576,0,1,1,7,0,34,0
425,Graduation,Married,55357,2,6,3,116,84,374,64
3007,Graduation,Married,37758,1,1,2,10,0,27,2
1031,Basic,Married,85710,0,6,1,350,29,600,20
4297,Graduation,Married,23228,1,2,2,18,6,13,2
807,Master,Married,44602,1,6,6,89,0,167,2
9553,Graduation,Married,7500,0,0,1,3,4,0,2
4271,Basic,Married,38683,1,4,6,69,84,46,35
4120,Basic,Single,49514,1,6,2,78,58,88,39
2036,PhD,Married,57906,0,4,3,119,10,243,11
115,Master,Single,43456,0,5,3,68,25,275,11
4259,Master,Single,19485,2,1,1,4,0,6,0
8687,Graduation,Married,53172,0,2,3,90,68,121,62
2447,Graduation,Married,30545,1,2,2,15,19,4,12
10140,PhD,Married,70123,0,5,1,396,23,1308,0
9353,Graduation,Single,62450,0,5,2,267,62,515,47
3623,Graduation,Married,21675,1,4,3,16,17,4,0
738,Basic,Single,42395,1,3,4,57,24,48,13
7631,Master,Married,61346,1,5,1,168,43,562,58
4789,Graduation,Married,80812,0,4,1,500,210,769,22
773,Master,Divorced,42835,1,6,7,93,12,379,4
10602,Graduation,Married,39922,1,3,2,59,19,29,12
1446,Master,Single,86424,0,6,1,569,89,387,68
3270,Basic,Married,17117,1,3,4,38,30,12,23
8443,Graduation,Single,24762,1,3,3,12,3,6,10
9653,Graduation,Married,35797,0,2,2,14,4,27,1
8916,Graduation,Divorced,36627,2,0,1,5,0,9,1
8017,Basic,Married,51111,1,2,2,19,6,22,0
5830,PhD,Single,86857,0,5,1,838,133,899,102
4597,PhD,Married,82072,0,3,1,685,168,889,55
7023,PhD,Single,46231,2,6,4,55,0,189,2
8086,Graduation,Married,42243,1,2,2,2,0,48,0
8825,Graduation,Married,51195,1,9,8,156,82,230,14
2930,Master,Single,68092,0,2,2,207,78,852,60
1928,Graduation,Married,31814,1,2,2,20,4,35,3
7108,Master,Other,51390,1,5,6,47,23,205,20
10925,Graduation,Married,76630,0,3,1,446,40,255,31
9960,Basic,Single,26868,1,1,1,1,8,0,0
8800,PhD,Divorced,48948,0,7,2,206,160,437,8
9224,PhD,Single,55260,0,8,2,53,11,825,8
5519,Graduation,Married,64090,0,6,1,161,76,316,58
5046,Graduation,Divorced,78331,0,10,2,354,160,756,138
7037,PhD,Married,37087,1,4,3,134,15,194,55
905,Graduation,Divorced,21846,1,4,4,18,6,7,17
8624,Graduation,Married,81320,0,4,1,493,59,183,33
8945,Graduation,Divorced,54137,0,4,2,11,0,171,0
6445,Graduation,Married,66825,0,4,1,405,29,243,101
2727,Graduation,Married,57100,0,3,1,69,39,181,21
6404,Graduation,Married,58917,1,4,5,89,0,151,7
11074,Graduation,Single,85072,0,3,1,391,194,494,92
10150,Graduation,Single,86429,0,7,0,873,29,464,28
1968,Graduation,Other,45684,1,1,1,5,10,5,1
6534,Graduation,Married,47889,1,2,1,29,0,29,0
9485,PhD,Married,45921,0,2,1,49,24,102,9
7053,PhD,Single,78420,0,3,1,674,91,604,28
4654,Graduation,Married,75114,0,3,1,523,63,571,12
9760,PhD,Other,52278,0,10,6,71,0,953,0
1048,Master,Married,35641,1,3,2,67,8,63,3
10619,Graduation,Single,95529,0,7,1,890,250,770,29
9308,Graduation,Married,62820,0,3,1,265,138,398,61
10505,Master,Married,73113,0,3,1,154,50,741,19
8362,PhD,Married,84169,0,7,1,403,0,1478,19
2625,Basic,Single,42607,0,3,2,56,30,156,29
4637,PhD,Single,74637,0,6,1,464,146,960,64
9972,PhD,Married,46015,1,1,1,2,0,38,0
4483,Graduation,Single,72354,0,2,1,473,220,315,26
4487,Master,Single,39858,1,2,1,25,2,15,20
4988,PhD,Married,34469,1,1,3,20,0,19,6
8931,Graduation,Married,83033,1,11,1,431,237,812,99
5871,Master,Married,24401,0,6,3,217,10,73,28
2008,Graduation,Married,77583,0,4,1,384,250,372,23
3139,Basic,Single,74116,0,4,1,704,145,871,111
10037,Graduation,Single,74293,0,5,1,335,93,375,152
10673,PhD,Married,68397,0,6,1,466,17,760,80
5303,PhD,Married,79632,0,6,1,510,99,471,0
538,Graduation,Single,46107,1,1,1,27,16,31,9
7922,PhD,Single,64950,0,11,2,72,12,819,0
5692,Basic,Married,25443,1,1,1,3,8,1,4
4843,Graduation,Single,75127,0,2,1,305,46,203,35
6383,PhD,Married,32892,1,3,2,15,2,26,0
1628,Graduation,Married,71796,0,9,1,311,167,354,21
1204,PhD,Married,67536,0,11,3,447,23,1253,0
3673,Graduation,Single,55239,0,7,3,238,23,371,17
760,PhD,Divorced,60554,1,8,2,76,110,588,7
8957,Basic,Single,64831,1,6,8,249,75,480,86
4128,PhD,Married,56067,0,7,2,54,16,517,12
6810,Graduation,Divorced,82025,0,3,1,606,48,267,98
5386,Graduation,Married,94384,0,5,0,790,160,1111,24
8700,Basic,Single,14906,0,2,3,14,7,7,7
3202,PhD,Married,51563,0,4,1,48,0,1166,0
1328,Basic,Married,57937,0,4,3,144,55,261,42
8405,Graduation,Divorced,68274,1,4,2,51,23,135,25
6515,Graduation,Married,39771,1,2,1,18,2,6,2
2882,Basic,Divorced,67893,0,3,2,142,49,711,28
7574,PhD,Married,27922,1,2,1,13,2,11,0
6387,PhD,Married,52190,1,2,3,17,0,42,0
5320,Master,Divorced,44051,1,3,4,58,6,79,7
5048,PhD,Single,42767,2,3,1,43,19,20,6
8146,Master,Married,46106,1,1,1,8,2,30,0
10031,PhD,Married,16927,1,3,5,23,3,20,2
5748,Graduation,Married,59754,0,5,3,44,4,115,27
2134,Graduation,Single,53700,0,5,4,233,69,263,5
1523,Graduation,Married,59041,1,2,2,15,2,69,2
9665,PhD,Divorced,54237,0,5,4,30,4,267,3
4640,Graduation,Divorced,70647,0,4,2,171,25,561,85
3635,PhD,Single,52597,0,6,3,37,7,492,0
3547,Master,Married,41021,1,2,2,9,6,14,7
2456,PhD,Married,40233,0,2,5,46,0,80,4
5633,Graduation,Married,50183,1,3,7,84,13,97,12
7801,Graduation,Married,54753,0,5,3,227,7,197,107
10489,Graduation,Married,92955,0,6,1,925,31,693,21
7011,Graduation,Married,33471,1,3,3,27,0,43,2
2620,PhD,Married,34596,1,1,1,2,0,14,0
3933,Graduation,Married,44010,1,10,6,234,86,186,36
10981,Graduation,Married,84219,0,3,1,400,45,434,137
1734,PhD,Married,40706,2,3,4,11,4,59,0
10995,Basic,Married,15716,1,3,3,30,8,16,5
6357,Basic,Divorced,59052,0,7,3,75,63,230,35
9209,Master,Married,80573,0,4,1,430,60,829,138
10286,Graduation,Married,83715,0,2,1,407,150,318,8
2611,Master,Married,82576,0,2,1,445,168,1206,55
1600,Master,Married,56962,2,6,7,77,10,292,3
3308,Graduation,Married,35704,1,2,3,12,2,30,9
5407,Graduation,Married,53103,0,10,5,133,11,729,17
2166,Basic,Other,46779,1,0,1,3,0,12,1
3955,Graduation,Divorced,4861,0,0,0,1,1,2,1
6634,Master,Divorced,33462,1,2,1,18,0,22,3
3056,Graduation,Divorced,63693,0,11,3,337,42,587,43
5718,Graduation,Married,80763,0,5,1,108,192,674,168
6872,PhD,Married,65352,0,4,2,84,4,284,3
8164,PhD,Married,82170,0,5,1,651,49,1023,93
4580,Graduation,Married,75759,0,9,1,708,89,1394,22
9305,Basic,Single,79689,0,4,1,640,180,311,26
453,PhD,Other,35340,1,2,2,12,0,27,0
8545,Graduation,Divorced,85683,0,2,1,311,45,1296,17
9850,Basic,Married,24884,1,0,1,7,0,3,6
7378,Master,Married,42021,1,10,5,136,7,393,5
7646,Graduation,Single,64449,1,5,4,282,137,218,63
1640,Graduation,Divorced,64587,1,1,2,16,0,66,0
5184,Graduation,Single,34824,0,1,1,11,2,4,2
8492,Graduation,Married,75437,0,8,1,545,95,795,0
11188,Graduation,Married,26091,1,2,3,19,8,15,10
1212,Graduation,Married,52845,1,8,3,292,130,384,25
9097,Graduation,Divorced,46086,0,3,4,32,7,244,8
10473,PhD,Other,78028,0,6,1,288,25,158,19
7962,PhD,Single,95169,0,4,1,449,106,1285,21
9984,Basic,Married,56337,1,8,5,144,28,349,16
5527,Graduation,Married,22434,1,2,2,11,3,4,12
6374,PhD,Married,36930,0,5,5,31,0,223,2
7453,Graduation,Single,36130,0,3,6,127,68,157,43
8952,Master,Married,65569,0,6,2,288,20,397,46
241,Graduation,Married,83844,0,4,1,345,75,901,31
8975,Graduation,Married,19514,1,3,4,21,2,14,3
6119,PhD,Single,36736,1,1,1,3,0,10,0
5236,Graduation,Married,77568,0,10,1,396,232,1230,0
