SystemCodeNumber,Capacity,Occupancy,LastUpdated
BHMBRCBRG02,1194,707,7/12/2016 15:59
BHMBRCBRG02,1194,631,7/12/2016 16:32
BHMBRCBRG02,1194,79,8/12/2016 7:59
BHMBRCBRG02,1194,104,8/12/2016 8:26
BHMBRCBRG02,1194,140,8/12/2016 8:59
BHMBRCBRG02,1194,185,8/12/2016 9:26
BHMBRCBRG02,1194,278,8/12/2016 9:59
BHMBRCBRG02,1194,428,8/12/2016 10:32
BHMBRCBRG02,1194,573,8/12/2016 10:59
BHMBRCBRG02,1194,714,8/12/2016 11:32
BHMBRCBRG02,1194,785,8/12/2016 11:59
BHMBRCBRG02,1194,847,8/12/2016 12:25
BHMBRCBRG02,1194,905,8/12/2016 12:59
BHMBRCBRG02,1194,922,8/12/2016 13:25
BHMBRCBRG02,1194,925,8/12/2016 13:59
BHMBRCBRG02,1194,892,8/12/2016 14:26
BHMBRCBRG02,1194,814,8/12/2016 14:59
BHMBRCBRG02,1194,763,8/12/2016 15:26
BHMBRCBRG02,1194,694,8/12/2016 15:59
BHMBRCBRG02,1194,653,8/12/2016 16:32
BHMBRCBRG02,1194,93,9/12/2016 8:02
BHMBRCBRG02,1194,117,9/12/2016 8:29
BHMBRCBRG02,1194,152,9/12/2016 8:55
BHMBRCBRG02,1194,220,9/12/2016 9:29
BHMBRCBRG02,1194,323,9/12/2016 9:55
BHMBRCBRG02,1194,492,9/12/2016 10:29
BHMBRCBRG02,1194,630,9/12/2016 10:56
BHMBRCBRG02,1194,746,9/12/2016 11:29
BHMBRCBRG02,1194,820,9/12/2016 11:56
BHMBRCBRG02,1194,934,9/12/2016 12:29
BHMBRCBRG02,1194,1026,9/12/2016 13:02
BHMBRCBRG02,1194,1074,9/12/2016 13:29
BHMBRCBRG02,1194,1062,9/12/2016 14:02
BHMBRCBRG02,1194,1009,9/12/2016 14:29
BHMBRCBRG02,1194,965,9/12/2016 14:56
BHMBRCBRG02,1194,909,9/12/2016 15:29
BHMBRCBRG02,1194,796,9/12/2016 16:02
BHMBRCBRG02,1194,704,9/12/2016 16:29
BHMBRCBRG02,1194,65,10/12/2016 7:59
BHMBRCBRG02,1194,76,10/12/2016 8:29
BHMBRCBRG02,1194,170,10/12/2016 9:02
BHMBRCBRG02,1194,310,10/12/2016 9:29
BHMBRCBRG02,1194,448,10/12/2016 9:55
BHMBRCBRG02,1194,643,10/12/2016 10:29
BHMBRCBRG02,1194,805,10/12/2016 11:02
BHMBRCBRG02,1194,973,10/12/2016 11:29
BHMBRCBRG02,1194,1126,10/12/2016 12:02
BHMBRCBRG02,1194,1194,10/12/2016 12:29
BHMBRCBRG02,1194,1193,10/12/2016 12:55
BHMBRCBRG02,1194,1195,10/12/2016 13:29
BHMBRCBRG02,1194,1193,10/12/2016 13:56
BHMBRCBRG02,1194,1196,10/12/2016 14:25
BHMBRCBRG02,1194,1195,10/12/2016 15:02
BHMBRCBRG02,1194,1191,10/12/2016 15:25
BHMBRCBRG02,1194,1160,10/12/2016 15:59
BHMBRCBRG02,1194,1134,10/12/2016 16:25
BHMBRCBRG02,1194,54,11/12/2016 7:55
BHMBRCBRG02,1194,56,11/12/2016 8:25
BHMBRCBRG02,1194,69,11/12/2016 8:59
BHMBRCBRG02,1194,92,11/12/2016 9:26
BHMBRCBRG02,1194,163,11/12/2016 9:59
BHMBRCBRG02,1194,306,11/12/2016 10:25
BHMBRCBRG02,1194,597,11/12/2016 10:59
BHMBRCBRG02,1194,829,11/12/2016 11:26
BHMBRCBRG02,1194,1111,11/12/2016 11:59
BHMBRCBRG02,1194,1196,11/12/2016 12:32
BHMBRCBRG02,1194,1196,11/12/2016 13:05
BHMBRCBRG02,1194,1195,11/12/2016 13:26
BHMBRCBRG02,1194,1195,11/12/2016 13:59
BHMBRCBRG02,1194,1193,11/12/2016 14:32
BHMBRCBRG02,1194,1195,11/12/2016 14:59
BHMBRCBRG02,1194,1146,11/12/2016 15:25
BHMBRCBRG02,1194,1029,11/12/2016 15:59
BHMBRCBRG02,1194,890,11/12/2016 16:25
BHMBRCBRG02,1194,89,12/12/2016 8:02
BHMBRCBRG02,1194,122,12/12/2016 8:29
BHMBRCBRG02,1194,167,12/12/2016 9:02
BHMBRCBRG02,1194,212,12/12/2016 9:29
BHMBRCBRG02,1194,335,12/12/2016 10:02
BHMBRCBRG02,1194,471,12/12/2016 10:29
BHMBRCBRG02,1194,618,12/12/2016 11:02
BHMBRCBRG02,1194,748,12/12/2016 11:29
BHMBRCBRG02,1194,856,12/12/2016 11:55
BHMBRCBRG02,1194,946,12/12/2016 12:29
BHMBRCBRG02,1194,1000,12/12/2016 12:56
BHMBRCBRG02,1194,1073,12/12/2016 13:29
BHMBRCBRG02,1194,1055,12/12/2016 14:02
BHMBRCBRG02,1194,995,12/12/2016 14:29
BHMBRCBRG02,1194,929,12/12/2016 14:55
BHMBRCBRG02,1194,850,12/12/2016 15:29
BHMBRCBRG02,1194,769,12/12/2016 15:56
BHMBRCBRG02,1194,691,12/12/2016 16:29
BHMBRCBRG02,1194,92,13/12/2016 8:02
BHMBRCBRG02,1194,118,13/12/2016 8:29
BHMBRCBRG02,1194,162,13/12/2016 9:02
BHMBRCBRG02,1194,189,13/12/2016 9:29
BHMBRCBRG02,1194,242,13/12/2016 9:55
BHMBRCBRG02,1194,376,13/12/2016 10:29
BHMBRCBRG02,1194,480,13/12/2016 11:02
BHMBRCBRG02,1194,566,13/12/2016 11:29
BHMBRCBRG02,1194,682,13/12/2016 12:02
BHMBRCBRG02,1194,739,13/12/2016 12:29
BHMBRCBRG02,1194,802,13/12/2016 13:02
BHMBRCBRG02,1194,855,13/12/2016 13:55
BHMBRCBRG02,1194,826,13/12/2016 14:29
BHMBRCBRG02,1194,786,13/12/2016 14:56
BHMBRCBRG02,1194,727,13/12/2016 15:28
BHMBRCBRG02,1194,678,13/12/2016 16:02
BHMBRCBRG02,1194,638,13/12/2016 16:29
BHMBRCBRG02,1194,77,14/12/2016 8:03
BHMBRCBRG02,1194,118,14/12/2016 8:43
BHMBRCBRG02,1194,139,14/12/2016 9:03
BHMBRCBRG02,1194,182,14/12/2016 9:29
BHMBRCBRG02,1194,280,14/12/2016 10:02
BHMBRCBRG02,1194,404,14/12/2016 10:30
BHMBRCBRG02,1194,656,14/12/2016 11:30
BHMBRCBRG02,1194,711,14/12/2016 12:02
BHMBRCBRG02,1194,755,14/12/2016 12:30
BHMBRCBRG02,1194,802,14/12/2016 13:03
BHMBRCBRG02,1194,848,14/12/2016 13:29
BHMBRCBRG02,1194,860,14/12/2016 14:03
BHMBRCBRG02,1194,850,14/12/2016 14:30
BHMBRCBRG02,1194,812,14/12/2016 14:56
BHMBRCBRG02,1194,758,14/12/2016 15:30
BHMBRCBRG02,1194,688,14/12/2016 15:56
BHMBRCBRG02,1194,627,14/12/2016 16:30
BHMBRCBRG02,1194,110,15/12/2016 7:57
BHMBRCBRG02,1194,145,15/12/2016 8:30
BHMBRCBRG02,1194,181,15/12/2016 9:03
BHMBRCBRG02,1194,234,15/12/2016 9:30
BHMBRCBRG02,1194,318,15/12/2016 9:57
BHMBRCBRG02,1194,465,15/12/2016 10:30
BHMBRCBRG02,1194,605,15/12/2016 11:03
BHMBRCBRG02,1194,693,15/12/2016 11:26
BHMBRCBRG02,1194,788,15/12/2016 12:00
BHMBRCBRG02,1194,815,15/12/2016 12:26
BHMBRCBRG02,1194,852,15/12/2016 13:00
BHMBRCBRG02,1194,859,15/12/2016 13:26
BHMBRCBRG02,1194,867,15/12/2016 14:00
BHMBRCBRG02,1194,866,15/12/2016 14:26
BHMBRCBRG02,1194,818,15/12/2016 15:00
BHMBRCBRG02,1194,763,15/12/2016 15:26
BHMBRCBRG02,1194,694,15/12/2016 16:03
BHMBRCBRG02,1194,641,15/12/2016 16:30
BHMBRCBRG02,1194,109,16/12/2016 7:59
BHMBRCBRG02,1194,140,16/12/2016 8:30
BHMBRCBRG02,1194,192,16/12/2016 9:03
BHMBRCBRG02,1194,254,16/12/2016 9:30
BHMBRCBRG02,1194,382,16/12/2016 10:03
BHMBRCBRG02,1194,495,16/12/2016 10:29
BHMBRCBRG02,1194,611,16/12/2016 11:03
BHMBRCBRG02,1194,693,16/12/2016 11:30
BHMBRCBRG02,1194,783,16/12/2016 11:56
BHMBRCBRG02,1194,858,16/12/2016 12:30
BHMBRCBRG02,1194,918,16/12/2016 12:56
BHMBRCBRG02,1194,984,16/12/2016 13:30
BHMBRCBRG02,1194,986,16/12/2016 13:56
BHMBRCBRG02,1194,995,16/12/2016 14:30
BHMBRCBRG02,1194,951,16/12/2016 14:56
BHMBRCBRG02,1194,911,16/12/2016 15:30
BHMBRCBRG02,1194,842,16/12/2016 16:03
BHMBRCBRG02,1194,775,16/12/2016 16:30
BHMBRCBRG02,1194,69,17/12/2016 7:59
BHMBRCBRG02,1194,83,17/12/2016 8:26
BHMBRCBRG02,1194,178,17/12/2016 9:00
BHMBRCBRG02,1194,300,17/12/2016 9:26
BHMBRCBRG02,1194,445,17/12/2016 9:59
BHMBRCBRG02,1194,593,17/12/2016 10:33
BHMBRCBRG02,1194,705,17/12/2016 11:00
BHMBRCBRG02,1194,795,17/12/2016 11:33
BHMBRCBRG02,1194,913,17/12/2016 12:00
BHMBRCBRG02,1194,1034,17/12/2016 12:26
BHMBRCBRG02,1194,1158,17/12/2016 13:00
BHMBRCBRG02,1194,1194,17/12/2016 13:27
BHMBRCBRG02,1194,1196,17/12/2016 14:00
BHMBRCBRG02,1194,1194,17/12/2016 14:30
BHMBRCBRG02,1194,1195,17/12/2016 15:03
BHMBRCBRG02,1194,1186,17/12/2016 15:30
BHMBRCBRG02,1194,1181,17/12/2016 15:57
BHMBRCBRG02,1194,1141,17/12/2016 16:30
BHMBRCBRG02,1194,64,18/12/2016 8:03
BHMBRCBRG02,1194,68,18/12/2016 8:30
BHMBRCBRG02,1194,69,18/12/2016 8:43
BHMBRCBRG02,1194,84,18/12/2016 9:30
BHMBRCBRG02,1194,136,18/12/2016 9:56
BHMBRCBRG02,1194,291,18/12/2016 10:30
BHMBRCBRG02,1194,554,18/12/2016 11:03
BHMBRCBRG02,1194,762,18/12/2016 11:30
BHMBRCBRG02,1194,995,18/12/2016 12:03
BHMBRCBRG02,1194,1166,18/12/2016 12:30
BHMBRCBRG02,1194,1197,18/12/2016 12:56
BHMBRCBRG02,1194,1193,18/12/2016 13:30
BHMBRCBRG02,1194,1198,18/12/2016 14:03
BHMBRCBRG02,1194,1194,18/12/2016 14:30
BHMBRCBRG02,1194,1191,18/12/2016 14:56
BHMBRCBRG02,1194,1155,18/12/2016 15:30
BHMBRCBRG02,1194,1020,18/12/2016 16:03
BHMBRCBRG02,1194,858,18/12/2016 16:30
BHMBRCBRG02,1194,59,19/12/2016 8:03
BHMBRCBRG02,1194,77,19/12/2016 8:30
BHMBRCBRG02,1194,115,19/12/2016 9:03
BHMBRCBRG02,1194,181,19/12/2016 9:30
BHMBRCBRG02,1194,246,19/12/2016 9:56
BHMBRCBRG02,1194,402,19/12/2016 10:30
BHMBRCBRG02,1194,571,19/12/2016 11:03
BHMBRCBRG02,1194,708,19/12/2016 11:30
BHMBRCBRG02,1194,888,19/12/2016 12:03
BHMBRCBRG02,1194,1020,19/12/2016 12:30
BHMBRCBRG02,1194,1140,19/12/2016 13:03
BHMBRCBRG02,1194,1186,19/12/2016 13:30
BHMBRCBRG02,1194,1194,19/12/2016 14:03
BHMBRCBRG02,1194,1189,19/12/2016 14:30
BHMBRCBRG02,1194,1117,19/12/2016 15:03
BHMBRCBRG02,1194,1043,19/12/2016 15:29
BHMBRCBRG02,1194,920,19/12/2016 16:03
BHMBRCBRG02,1194,851,19/12/2016 16:30
BHMBRCBRG03,849,66,4/10/2016 7:59
BHMBRCBRG03,849,66,4/10/2016 7:59
BHMBRCBRG03,849,77,4/10/2016 8:25
BHMBRCBRG03,849,98,4/10/2016 8:59
BHMBRCBRG03,849,114,4/10/2016 9:32
BHMBRCBRG03,849,151,4/10/2016 9:59
BHMBRCBRG03,849,175,4/10/2016 10:26
BHMBRCBRG03,849,211,4/10/2016 10:59
BHMBRCBRG03,849,228,4/10/2016 11:19
BHMBRCBRG03,849,271,4/10/2016 12:29
BHMBRCBRG03,849,289,4/10/2016 13:02
BHMBRCBRG03,849,288,4/10/2016 13:29
BHMBRCBRG03,849,286,4/10/2016 14:02
BHMBRCBRG03,849,275,4/10/2016 14:29
BHMBRCBRG03,849,261,4/10/2016 14:57
BHMBRCBRG03,849,230,4/10/2016 15:30
BHMBRCBRG03,849,208,4/10/2016 16:04
BHMBRCBRG03,849,190,4/10/2016 16:31
BHMBRCBRG03,849,68,12/10/2016 8:04
BHMBRCBRG03,849,78,12/10/2016 8:31
BHMBRCBRG03,849,91,12/10/2016 9:03
BHMBRCBRG03,849,118,12/10/2016 9:26
BHMBRCBRG03,849,144,12/10/2016 10:01
BHMBRCBRG03,849,179,12/10/2016 10:31
BHMBRCBRG03,849,199,12/10/2016 11:04
BHMBRCBRG03,849,200,12/10/2016 11:31
BHMBRCBRG03,849,229,12/10/2016 12:04
BHMBRCBRG03,849,229,12/10/2016 12:31
BHMBRCBRG03,849,245,12/10/2016 13:04
BHMBRCBRG03,849,237,12/10/2016 13:34
BHMBRCBRG03,849,241,12/10/2016 14:03
BHMBRCBRG03,849,232,12/10/2016 14:34
BHMBRCBRG03,849,213,12/10/2016 15:01
BHMBRCBRG03,849,190,12/10/2016 15:30
BHMBRCBRG03,849,181,12/10/2016 15:57
BHMBRCBRG03,849,158,12/10/2016 16:31
BHMBRCBRG03,849,66,13/10/2016 7:57
BHMBRCBRG03,849,74,13/10/2016 8:31
BHMBRCBRG03,849,95,13/10/2016 9:04
BHMBRCBRG03,849,125,13/10/2016 9:31
BHMBRCBRG03,849,154,13/10/2016 9:57
BHMBRCBRG03,849,182,13/10/2016 10:31
BHMBRCBRG03,849,204,13/10/2016 11:04
BHMBRCBRG03,849,223,13/10/2016 11:31
BHMBRCBRG03,849,232,13/10/2016 11:57
BHMBRCBRG03,849,240,13/10/2016 12:31
BHMBRCBRG03,849,261,13/10/2016 13:04
BHMBRCBRG03,849,263,13/10/2016 13:31
BHMBRCBRG03,849,259,13/10/2016 13:57
BHMBRCBRG03,849,251,13/10/2016 14:31
BHMBRCBRG03,849,246,13/10/2016 15:04
BHMBRCBRG03,849,237,13/10/2016 15:31
BHMBRCBRG03,849,237,13/10/2016 16:04
BHMBRCBRG03,849,208,13/10/2016 16:31
BHMBRCBRG03,849,71,14/10/2016 8:01
BHMBRCBRG03,849,86,14/10/2016 8:27
BHMBRCBRG03,849,101,14/10/2016 9:01
BHMBRCBRG03,849,136,14/10/2016 9:27
BHMBRCBRG03,849,174,14/10/2016 10:01
BHMBRCBRG03,849,190,14/10/2016 10:27
BHMBRCBRG03,849,211,14/10/2016 11:01
BHMBRCBRG03,849,237,14/10/2016 11:27
BHMBRCBRG03,849,250,14/10/2016 12:01
BHMBRCBRG03,849,262,14/10/2016 12:27
BHMBRCBRG03,849,268,14/10/2016 13:01
BHMBRCBRG03,849,272,14/10/2016 13:27
BHMBRCBRG03,849,260,14/10/2016 14:01
BHMBRCBRG03,849,234,14/10/2016 14:34
BHMBRCBRG03,849,216,14/10/2016 15:01
BHMBRCBRG03,849,204,14/10/2016 15:27
BHMBRCBRG03,849,188,14/10/2016 16:01
BHMBRCBRG03,849,174,14/10/2016 16:34
BHMBRCBRG03,849,53,15/10/2016 8:01
BHMBRCBRG03,849,69,15/10/2016 8:34
BHMBRCBRG03,849,94,15/10/2016 9:01
BHMBRCBRG03,849,127,15/10/2016 9:27
BHMBRCBRG03,849,165,15/10/2016 10:01
BHMBRCBRG03,849,193,15/10/2016 10:27
BHMBRCBRG03,849,227,15/10/2016 11:01
BHMBRCBRG03,849,250,15/10/2016 11:27
BHMBRCBRG03,849,309,15/10/2016 12:01
BHMBRCBRG03,849,331,15/10/2016 12:27
BHMBRCBRG03,849,389,15/10/2016 13:01
BHMBRCBRG03,849,414,15/10/2016 13:34
BHMBRCBRG03,849,442,15/10/2016 14:01
BHMBRCBRG03,849,474,15/10/2016 14:27
BHMBRCBRG03,849,465,15/10/2016 15:01
BHMBRCBRG03,849,461,15/10/2016 15:27
BHMBRCBRG03,849,430,15/10/2016 16:01
BHMBRCBRG03,849,392,15/10/2016 16:27
BHMBRCBRG03,849,30,16/10/2016 8:04
BHMBRCBRG03,849,35,16/10/2016 8:27
BHMBRCBRG03,849,58,16/10/2016 9:01
BHMBRCBRG03,849,82,16/10/2016 9:27
BHMBRCBRG03,849,109,16/10/2016 10:04
BHMBRCBRG03,849,127,16/10/2016 10:34
BHMBRCBRG03,849,167,16/10/2016 11:01
BHMBRCBRG03,849,201,16/10/2016 11:27
BHMBRCBRG03,849,230,16/10/2016 12:01
BHMBRCBRG03,849,241,16/10/2016 12:27
BHMBRCBRG03,849,251,16/10/2016 13:01
BHMBRCBRG03,849,265,16/10/2016 13:27
BHMBRCBRG03,849,272,16/10/2016 14:01
BHMBRCBRG03,849,274,16/10/2016 14:34
BHMBRCBRG03,849,257,16/10/2016 15:01
BHMBRCBRG03,849,244,16/10/2016 15:31
BHMBRCBRG03,849,224,16/10/2016 15:57
BHMBRCBRG03,849,180,16/10/2016 16:31
BHMBRCBRG03,849,63,17/10/2016 8:01
BHMBRCBRG03,849,75,17/10/2016 8:27
BHMBRCBRG03,849,89,17/10/2016 9:01
BHMBRCBRG03,849,109,17/10/2016 9:27
BHMBRCBRG03,849,142,17/10/2016 10:04
BHMBRCBRG03,849,165,17/10/2016 10:31
BHMBRCBRG03,849,187,17/10/2016 11:04
BHMBRCBRG03,849,204,17/10/2016 11:31
BHMBRCBRG03,849,222,17/10/2016 12:04
BHMBRCBRG03,849,217,17/10/2016 12:31
BHMBRCBRG03,849,229,17/10/2016 12:57
BHMBRCBRG03,849,242,17/10/2016 13:31
BHMBRCBRG03,849,251,17/10/2016 14:04
BHMBRCBRG03,849,233,17/10/2016 14:31
BHMBRCBRG03,849,213,17/10/2016 14:57
BHMBRCBRG03,849,204,17/10/2016 15:31
BHMBRCBRG03,849,193,17/10/2016 15:57
BHMBRCBRG03,849,171,17/10/2016 16:28
BHMBRCBRG03,849,61,18/10/2016 8:01
BHMBRCBRG03,849,68,18/10/2016 8:28
BHMBRCBRG03,849,88,18/10/2016 9:01
BHMBRCBRG03,849,117,18/10/2016 9:28
BHMBRCBRG03,849,158,18/10/2016 10:01
BHMBRCBRG03,849,180,18/10/2016 10:28
BHMBRCBRG03,849,211,18/10/2016 11:01
BHMBRCBRG03,849,235,18/10/2016 11:27
BHMBRCBRG03,849,276,18/10/2016 12:01
BHMBRCBRG03,849,281,18/10/2016 12:27
BHMBRCBRG03,849,295,18/10/2016 13:01
BHMBRCBRG03,849,304,18/10/2016 13:28
BHMBRCBRG03,849,304,18/10/2016 13:54
BHMBRCBRG03,849,279,18/10/2016 14:27
BHMBRCBRG03,849,251,18/10/2016 15:01
BHMBRCBRG03,849,224,18/10/2016 15:27
BHMBRCBRG03,849,196,18/10/2016 15:55
BHMBRCBRG03,849,169,18/10/2016 16:27
BHMBRCBRG03,849,71,19/10/2016 8:05
BHMBRCBRG03,849,79,19/10/2016 8:25
BHMBRCBRG03,849,94,19/10/2016 8:58
BHMBRCBRG03,849,121,19/10/2016 9:32
BHMBRCBRG03,849,151,19/10/2016 9:58
BHMBRCBRG03,849,182,19/10/2016 10:25
BHMBRCBRG03,849,200,19/10/2016 10:59
BHMBRCBRG03,849,223,19/10/2016 11:25
BHMBRCBRG03,849,238,19/10/2016 11:59
BHMBRCBRG03,849,251,19/10/2016 12:25
BHMBRCBRG03,849,259,19/10/2016 12:58
BHMBRCBRG03,849,249,19/10/2016 13:25
BHMBRCBRG03,849,243,19/10/2016 13:58
BHMBRCBRG03,849,235,19/10/2016 14:32
BHMBRCBRG03,849,224,19/10/2016 14:58
BHMBRCBRG03,849,209,19/10/2016 15:32
BHMBRCBRG03,849,198,19/10/2016 15:59
BHMBRCBRG03,849,174,19/10/2016 16:25
BHMBRCBRG03,849,52,22/10/2016 7:59
BHMBRCBRG03,849,65,22/10/2016 8:26
BHMBRCBRG03,849,93,22/10/2016 8:59
BHMBRCBRG03,849,141,22/10/2016 9:26
BHMBRCBRG03,849,169,22/10/2016 9:59
BHMBRCBRG03,849,202,22/10/2016 10:26
BHMBRCBRG03,849,247,22/10/2016 10:59
BHMBRCBRG03,849,292,22/10/2016 11:32
BHMBRCBRG03,849,331,22/10/2016 11:59
BHMBRCBRG03,849,353,22/10/2016 12:32
BHMBRCBRG03,849,373,22/10/2016 12:59
BHMBRCBRG03,849,413,22/10/2016 13:32
BHMBRCBRG03,849,433,22/10/2016 13:59
BHMBRCBRG03,849,439,22/10/2016 14:39
BHMBRCBRG03,849,440,22/10/2016 14:59
BHMBRCBRG03,849,432,22/10/2016 15:26
BHMBRCBRG03,849,417,22/10/2016 15:59
BHMBRCBRG03,849,383,22/10/2016 16:26
BHMBRCBRG03,849,22,23/10/2016 7:59
BHMBRCBRG03,849,27,23/10/2016 8:26
BHMBRCBRG03,849,49,23/10/2016 8:59
BHMBRCBRG03,849,53,23/10/2016 9:26
BHMBRCBRG03,849,64,23/10/2016 9:59
BHMBRCBRG03,849,83,23/10/2016 10:26
BHMBRCBRG03,849,131,23/10/2016 10:59
BHMBRCBRG03,849,150,23/10/2016 11:26
BHMBRCBRG03,849,179,23/10/2016 11:59
BHMBRCBRG03,849,207,23/10/2016 12:26
BHMBRCBRG03,849,282,23/10/2016 13:06
BHMBRCBRG03,849,304,23/10/2016 13:26
BHMBRCBRG03,849,339,23/10/2016 13:59
BHMBRCBRG03,849,354,23/10/2016 14:26
BHMBRCBRG03,849,341,23/10/2016 14:59
BHMBRCBRG03,849,311,23/10/2016 15:26
BHMBRCBRG03,849,273,23/10/2016 15:59
BHMBRCBRG03,849,225,23/10/2016 16:26
BHMBRCBRG03,849,56,24/10/2016 7:56
BHMBRCBRG03,849,77,24/10/2016 8:29
BHMBRCBRG03,849,91,24/10/2016 9:03
BHMBRCBRG03,849,106,24/10/2016 9:30
BHMBRCBRG03,849,126,24/10/2016 9:55
BHMBRCBRG03,849,146,24/10/2016 10:30
BHMBRCBRG03,849,189,24/10/2016 11:03
BHMBRCBRG03,849,215,24/10/2016 11:29
BHMBRCBRG03,849,241,24/10/2016 12:02
BHMBRCBRG03,849,251,24/10/2016 12:30
BHMBRCBRG03,849,258,24/10/2016 12:56
BHMBRCBRG03,849,267,24/10/2016 13:30
BHMBRCBRG03,849,280,24/10/2016 13:56
BHMBRCBRG03,849,271,24/10/2016 14:30
BHMBRCBRG03,849,264,24/10/2016 14:56
BHMBRCBRG03,849,255,24/10/2016 15:32
BHMBRCBRG03,849,238,24/10/2016 16:00
BHMBRCBRG03,849,217,24/10/2016 16:33
BHMBRCBRG03,849,65,25/10/2016 8:00
BHMBRCBRG03,849,81,25/10/2016 8:26
BHMBRCBRG03,849,100,25/10/2016 9:00
BHMBRCBRG03,849,112,25/10/2016 9:19
BHMBRCBRG03,849,141,25/10/2016 9:52
BHMBRCBRG03,849,175,25/10/2016 10:29
BHMBRCBRG03,849,208,25/10/2016 10:56
BHMBRCBRG03,849,238,25/10/2016 11:29
BHMBRCBRG03,849,276,25/10/2016 12:02
BHMBRCBRG03,849,294,25/10/2016 12:29
BHMBRCBRG03,849,308,25/10/2016 13:03
BHMBRCBRG03,849,331,25/10/2016 13:29
BHMBRCBRG03,849,340,25/10/2016 13:56
BHMBRCBRG03,849,333,25/10/2016 14:29
BHMBRCBRG03,849,328,25/10/2016 15:02
BHMBRCBRG03,849,312,25/10/2016 15:29
BHMBRCBRG03,849,283,25/10/2016 15:56
BHMBRCBRG03,849,234,25/10/2016 16:29
BHMBRCBRG03,849,55,26/10/2016 7:59
BHMBRCBRG03,849,68,26/10/2016 8:32
BHMBRCBRG03,849,84,26/10/2016 8:59
BHMBRCBRG03,849,113,26/10/2016 9:26
BHMBRCBRG03,849,135,26/10/2016 9:59
BHMBRCBRG03,849,160,26/10/2016 10:26
BHMBRCBRG03,849,183,26/10/2016 10:59
BHMBRCBRG03,849,201,26/10/2016 11:26
BHMBRCBRG03,849,223,26/10/2016 11:59
BHMBRCBRG03,849,236,26/10/2016 12:26
BHMBRCBRG03,849,257,26/10/2016 12:59
BHMBRCBRG03,849,276,26/10/2016 13:26
BHMBRCBRG03,849,269,26/10/2016 13:59
BHMBRCBRG03,849,259,26/10/2016 14:26
BHMBRCBRG03,849,253,26/10/2016 14:59
BHMBRCBRG03,849,235,26/10/2016 15:26
BHMBRCBRG03,849,218,26/10/2016 15:59
BHMBRCBRG03,849,192,26/10/2016 16:32
BHMBRCBRG03,849,64,27/10/2016 7:59
BHMBRCBRG03,849,73,27/10/2016 8:32
BHMBRCBRG03,849,87,27/10/2016 8:59
BHMBRCBRG03,849,115,27/10/2016 9:32
BHMBRCBRG03,849,131,27/10/2016 9:59
BHMBRCBRG03,849,157,27/10/2016 10:25
BHMBRCBRG03,849,191,27/10/2016 10:59
BHMBRCBRG03,849,228,27/10/2016 11:32
BHMBRCBRG03,849,247,27/10/2016 11:59
BHMBRCBRG03,849,278,27/10/2016 12:26
BHMBRCBRG03,849,317,27/10/2016 12:59
BHMBRCBRG03,849,340,27/10/2016 13:32
BHMBRCBRG03,849,351,27/10/2016 13:59
BHMBRCBRG03,849,346,27/10/2016 14:26
BHMBRCBRG03,849,338,27/10/2016 14:59
BHMBRCBRG03,849,312,27/10/2016 15:26
BHMBRCBRG03,849,278,27/10/2016 15:59
BHMBRCBRG03,849,245,27/10/2016 16:26
BHMBRCBRG03,849,66,28/10/2016 8:16
BHMBRCBRG03,849,66,28/10/2016 8:16
BHMBRCBRG03,849,91,28/10/2016 8:56
BHMBRCBRG03,849,123,28/10/2016 9:29
BHMBRCBRG03,849,167,28/10/2016 10:02
BHMBRCBRG03,849,199,28/10/2016 10:29
BHMBRCBRG03,849,221,28/10/2016 10:56
BHMBRCBRG03,849,245,28/10/2016 11:29
BHMBRCBRG03,849,294,28/10/2016 12:02
BHMBRCBRG03,849,319,28/10/2016 12:29
BHMBRCBRG03,849,361,28/10/2016 13:02
BHMBRCBRG03,849,384,28/10/2016 13:29
BHMBRCBRG03,849,415,28/10/2016 14:02
BHMBRCBRG03,849,412,28/10/2016 14:29
BHMBRCBRG03,849,391,28/10/2016 15:02
BHMBRCBRG03,849,362,28/10/2016 15:29
BHMBRCBRG03,849,336,28/10/2016 16:02
BHMBRCBRG03,849,301,28/10/2016 16:29
BHMBRCBRG03,849,50,29/10/2016 7:59
BHMBRCBRG03,849,66,29/10/2016 8:26
BHMBRCBRG03,849,98,29/10/2016 8:59
BHMBRCBRG03,849,148,29/10/2016 9:26
BHMBRCBRG03,849,184,29/10/2016 9:59
BHMBRCBRG03,849,198,29/10/2016 10:26
BHMBRCBRG03,849,234,29/10/2016 10:59
BHMBRCBRG03,849,271,29/10/2016 11:25
BHMBRCBRG03,849,345,29/10/2016 12:06
BHMBRCBRG03,849,366,29/10/2016 12:26
BHMBRCBRG03,849,401,29/10/2016 12:59
BHMBRCBRG03,849,408,29/10/2016 13:26
BHMBRCBRG03,849,406,29/10/2016 13:59
BHMBRCBRG03,849,440,29/10/2016 14:26
BHMBRCBRG03,849,440,29/10/2016 14:59
BHMBRCBRG03,849,413,29/10/2016 15:26
BHMBRCBRG03,849,398,29/10/2016 15:59
BHMBRCBRG03,849,367,29/10/2016 16:26
BHMBRCBRG03,849,29,30/10/2016 7:59
BHMBRCBRG03,849,29,30/10/2016 7:59
BHMBRCBRG03,849,29,30/10/2016 7:59
BHMBRCBRG03,849,37,30/10/2016 8:25
BHMBRCBRG03,849,57,30/10/2016 8:59
